sequence,scheduledTimeSec,readStartTimeSec,sampleTimeSec,readDurationSec,startLatenessSec,deadlineMiss,Fx_N,Fy_N,Fz_N,Tx_Nm,Ty_Nm,Tz_Nm
1,0,0.000176,0.131014,0.016965,0.000176,1,-0.2,-10.8,-2.7,1.04,0.18,-0.03
2,0.005,0.02834,0.156602,0.014465,0.02334,1,-0.2,-10.9,-3.2,1.03,0.18,-0.04
3,0.01,0.043067,0.161163,0.004353,0.033067,1,-0.3,-10.8,-2.4,1.04,0.19,-0.04
4,0.015,0.04758,0.177521,0.016209,0.03258,1,-0.2,-10.8,-2.9,1.03,0.18,-0.04
5,0.02,0.064265,0.183129,0.004907,0.044265,1,-0.2,-10.8,-3.1,1.04,0.19,-0.04
6,0.025,0.070505,0.188394,0.0042,0.045505,1,0,-10.7,-2.6,1.04,0.18,-0.04
7,0.03,0.074724,0.191559,0.003147,0.044724,1,0,-10.8,-2.8,1.04,0.18,-0.04
8,0.035,0.077888,0.193841,0.002265,0.042888,1,0,-10.8,-3,1.04,0.18,-0.04
9,0.04,0.080168,0.195409,0.001553,0.040168,1,-0.1,-10.7,-3,1.04,0.18,-0.04
10,0.045,0.081735,0.196798,0.001376,0.036735,1,-0.1,-10.7,-2.6,1.04,0.18,-0.04
11,0.05,0.083124,0.199218,0.002407,0.033124,1,-0.2,-10.8,-3.1,1.03,0.19,-0.04
12,0.055,0.085543,0.200581,0.001351,0.030543,1,-0.2,-10.8,-2.8,1.04,0.19,-0.04
13,0.06,0.086906,0.201999,0.001405,0.026906,1,-0.2,-10.7,-2.8,1.03,0.18,-0.04
14,0.065,0.088324,0.204403,0.002392,0.023324,1,-0.2,-10.7,-2.8,1.03,0.18,-0.04
15,0.07,0.090727,0.206797,0.002381,0.020727,1,-0.1,-10.8,-2.3,1.04,0.17,-0.03
16,0.075,0.093122,0.208322,0.001512,0.018122,1,-0.1,-10.8,-2,1.04,0.17,-0.03
17,0.08,0.094646,0.209707,0.001373,0.014646,1,-0.1,-10.8,-1.6,1.04,0.16,-0.03
18,0.085,0.096032,0.21211,0.002391,0.011032,1,-0.1,-10.8,-1.6,1.04,0.16,-0.03
19,0.09,0.098434,0.214491,0.00237,0.008434,1,-0.2,-10.8,-1.9,1.05,0.17,-0.03
20,0.095,0.100816,0.215975,0.001472,0.005816,1,-0.2,-10.8,-2.1,1.04,0.18,-0.03
21,0.1,0.102301,0.218437,0.002449,0.002301,0,-0.2,-10.8,-2.1,1.04,0.18,-0.03
22,0.105,0.105005,0.22041,0.001717,5.000000000005e-06,0,-0.2,-10.8,-2.3,1.04,0.18,-0.04
23,0.11,0.11,0.226232,0.002544,0,0,-0.3,-10.7,-2.8,1.03,0.19,-0.04
24,0.115,0.115,0.230134,0.001447,0,0,-0.3,-10.8,-3,1.03,0.19,-0.04
25,0.12,0.12,0.23512,0.001431,0,0,-0.3,-10.8,-2.4,1.03,0.18,-0.03
26,0.125,0.125,0.241286,0.002597,0,0,-0.3,-10.9,-2,1.04,0.17,-0.03
27,0.13,0.13,0.245114,0.001427,0,0,-0.5,-10.9,-2.3,1.04,0.18,-0.04
28,0.135,0.135,0.250086,0.001399,0,0,-0.4,-10.8,-2.6,1.04,0.18,-0.04
29,0.14,0.14,0.255391,0.001703,0,0,-0.3,-10.8,-2.8,1.04,0.17,-0.04
30,0.145,0.145,0.261205,0.002517,0,0,-0.4,-10.8,-3.1,1.03,0.19,-0.04
31,0.15,0.15,0.26511,0.001422,0,0,-0.3,-10.8,-2.7,1.04,0.18,-0.04
32,0.155,0.155,0.27111,0.002422,0,0,-0.3,-10.7,-2.5,1.04,0.18,-0.04
33,0.16,0.16,0.276109,0.002421,0,0,-0.3,-10.8,-2.6,1.04,0.18,-0.03
34,0.165,0.165,0.280065,0.001378,0,0,-0.3,-10.8,-2.6,1.04,0.18,-0.04
35,0.17,0.17,0.285233,0.001545,0,0,-0.3,-10.7,-2.7,1.04,0.18,-0.04
36,0.175,0.175001,0.291185,0.002496,9.99999999973245e-07,0,-0.4,-10.8,-3.1,1.04,0.19,-0.04
37,0.18,0.18,0.295133,0.001445,0,0,-0.4,-10.8,-3.5,1.03,0.19,-0.04
38,0.185,0.185,0.30018,0.001493,0,0,-0.3,-10.8,-2.9,1.04,0.18,-0.04
39,0.19,0.19,0.306169,0.002481,0,0,-0.4,-10.7,-2.6,1.04,0.19,-0.04
40,0.195,0.195,0.311121,0.002433,0,0,-0.4,-10.7,-3.1,1.04,0.19,-0.04
41,0.2,0.2,0.315075,0.001386,0,0,-0.5,-10.8,-3,1.04,0.2,-0.04
42,0.205,0.205001,0.320267,0.001578,9.99999999973245e-07,0,-0.3,-10.8,-2.9,1.04,0.19,-0.04
43,0.21,0.21,0.32621,0.002523,0,0,-0.4,-10.8,-3.3,1.03,0.19,-0.04
44,0.215,0.215,0.330094,0.001406,0,0,-0.2,-10.8,-3.9,1.03,0.19,-0.05
45,0.22,0.22,0.335169,0.001481,0,0,-0.2,-10.8,-3.3,1.03,0.18,-0.04
46,0.225,0.225,0.34115,0.002462,0,0,-0.2,-10.8,-3.1,1.03,0.19,-0.04
47,0.23,0.23,0.346114,0.002426,0,0,-0.4,-10.7,-3.2,1.04,0.19,-0.04
48,0.235,0.235001,0.350163,0.001474,9.99999999973245e-07,0,-0.4,-10.7,-3.6,1.03,0.2,-0.05
49,0.24,0.24,0.356162,0.002474,0,0,-0.5,-10.8,-2.9,1.04,0.2,-0.04
50,0.245,0.245,0.361625,0.002939,0,0,-0.3,-10.7,-2.7,1.04,0.18,-0.04
51,0.25,0.250001,0.365563,0.001875,9.99999999973245e-07,0,-0.3,-10.7,-2.6,1.04,0.18,-0.04
52,0.255,0.255001,0.370602,0.001914,9.99999999973245e-07,0,-0.2,-10.8,-3.2,1.03,0.18,-0.04
53,0.26,0.260002,0.375639,0.00195,2.000000000002e-06,0,-0.1,-10.7,-3.3,1.03,0.18,-0.04
54,0.265,0.265001,0.380578,0.00189,9.99999999973245e-07,0,-0.2,-10.9,-2.5,1.04,0.18,-0.03
55,0.27,0.270001,0.385561,0.001873,9.99999999973245e-07,0,-0.4,-10.8,-2.7,1.03,0.18,-0.03
56,0.275,0.275002,0.39095,0.002261,2.000000000002e-06,0,-0.5,-10.8,-2.9,1.04,0.19,-0.04
57,0.28,0.280001,0.396391,0.002703,9.99999999973245e-07,0,-0.6,-10.8,-2.8,1.04,0.18,-0.04
58,0.285,0.285001,0.400096,0.001407,9.99999999973245e-07,0,-0.5,-10.8,-2.6,1.04,0.18,-0.04
59,0.29,0.29,0.406125,0.002437,0,0,-0.3,-10.8,-2.8,1.04,0.18,-0.04
60,0.295,0.295,0.410058,0.00137,0,0,-0.2,-10.8,-2.7,1.04,0.18,-0.04
61,0.3,0.3,0.415113,0.001425,0,0,-0.2,-10.8,-2.4,1.04,0.17,-0.04
62,0.305,0.305,0.421168,0.00248,0,0,-0.2,-10.7,-2.5,1.04,0.17,-0.04
63,0.31,0.31,0.426181,0.002494,0,0,-0.3,-10.7,-2.3,1.05,0.17,-0.04
64,0.315,0.315,0.430113,0.001425,0,0,-0.1,-10.8,-2.2,1.05,0.16,-0.04
65,0.32,0.32,0.436118,0.00243,0,0,-0.2,-10.8,-2.7,1.04,0.17,-0.04
66,0.325,0.325,0.44109,0.002402,0,0,0,-10.7,-2.2,1.04,0.16,-0.03
67,0.33,0.33,0.445064,0.001376,0,0,-0.1,-10.8,-2.6,1.04,0.18,-0.03
68,0.335,0.335,0.450198,0.001511,0,0,-0.2,-10.8,-3.2,1.04,0.18,-0.04
69,0.34,0.34,0.456116,0.00243,0,0,-0.3,-10.9,-3,1.04,0.19,-0.04
70,0.345,0.345001,0.461124,0.002435,9.99999999973245e-07,0,-0.2,-10.7,-3.1,1.03,0.18,-0.04
71,0.35,0.350001,0.465465,0.001778,9.99999999973245e-07,0,-0.2,-10.7,-3.6,1.03,0.19,-0.04
72,0.355,0.355002,0.47072,0.002032,2.000000000002e-06,0,-0.3,-10.7,-3.9,1.02,0.2,-0.05
73,0.36,0.360001,0.476633,0.002947,1.00000000002876e-06,0,-0.3,-10.7,-3.9,1.03,0.2,-0.04
74,0.365,0.365001,0.480526,0.001839,1.00000000002876e-06,0,-0.4,-10.7,-3.6,1.03,0.2,-0.04
75,0.37,0.37,0.486162,0.002474,0,0,-0.4,-10.6,-3.4,1.04,0.2,-0.05
76,0.375,0.375,0.491283,0.002596,0,0,-0.3,-10.6,-2.4,1.05,0.18,-0.04
77,0.38,0.38,0.49545,0.001762,0,0,-0.4,-10.7,-2.7,1.04,0.18,-0.04
78,0.385,0.385001,0.501294,0.002606,9.99999999973245e-07,0,-0.3,-10.7,-2.8,1.04,0.18,-0.04
79,0.39,0.39,0.506361,0.002672,0,0,-0.4,-10.7,-2.7,1.03,0.18,-0.04
80,0.395,0.395001,0.510141,0.001453,9.99999999973245e-07,0,-0.2,-10.7,-1.7,1.04,0.17,-0.03
81,0.4,0.4,0.516082,0.002394,0,0,-0.4,-10.6,-2,1.04,0.18,-0.03
82,0.405,0.405,0.521081,0.002394,0,0,-0.5,-10.7,-2.3,1.04,0.19,-0.04
83,0.41,0.410001,0.525171,0.001482,9.99999999973245e-07,0,-0.5,-10.8,-2.5,1.05,0.19,-0.04
84,0.415,0.415001,0.531171,0.002482,9.99999999973245e-07,0,-0.3,-10.7,-2.7,1.04,0.19,-0.04
85,0.42,0.42,0.536125,0.002437,0,0,-0.4,-10.7,-3.4,1.03,0.2,-0.04
86,0.425,0.425,0.540132,0.001444,0,0,-0.4,-10.7,-3.2,1.04,0.19,-0.04
87,0.43,0.43,0.545315,0.001627,0,0,-0.3,-10.6,-3,1.03,0.19,-0.04
88,0.435,0.435,0.551176,0.002487,0,0,-0.3,-10.6,-2.6,1.04,0.18,-0.04
89,0.44,0.44,0.555306,0.001618,0,0,-0.4,-10.8,-2.8,1.04,0.2,-0.04
90,0.445,0.445,0.560454,0.001765,0,0,-0.5,-10.8,-2.8,1.04,0.2,-0.04
91,0.45,0.45,0.566224,0.002535,0,0,-0.4,-10.8,-2.6,1.04,0.2,-0.03
92,0.455,0.455,0.570097,0.001409,0,0,-0.3,-10.6,-2.7,1.04,0.18,-0.04
93,0.46,0.46,0.575403,0.001716,0,0,-0.2,-10.8,-3.7,1.03,0.2,-0.04
94,0.465,0.465001,0.581226,0.002538,9.99999999973245e-07,0,-0.3,-10.8,-3.2,1.03,0.19,-0.04
95,0.47,0.470001,0.585106,0.001417,9.99999999973245e-07,0,-0.3,-10.8,-3.3,1.03,0.19,-0.04
96,0.475,0.475001,0.590262,0.001573,9.99999999973245e-07,0,-0.3,-10.7,-2.8,1.04,0.19,-0.04
97,0.48,0.480001,0.596192,0.002503,1.00000000002876e-06,0,-0.3,-10.8,-3.2,1.03,0.2,-0.04
98,0.485,0.485,0.600132,0.001445,0,0,-0.1,-10.7,-3.1,1.03,0.19,-0.04
99,0.49,0.49,0.605074,0.001387,0,0,-0.2,-10.8,-2.8,1.03,0.18,-0.03
100,0.495,0.495,0.610597,0.001908,0,0,-0.2,-10.7,-3.4,1.02,0.19,-0.04
101,0.5,0.5,0.616143,0.002455,0,0,-0.2,-10.7,-3.2,1.03,0.19,-0.04
102,0.505,0.505,0.620082,0.001394,0,0,-0.4,-10.8,-3.2,1.03,0.19,-0.04
103,0.51,0.51,0.62625,0.002563,0,0,-0.3,-10.6,-2.9,1.03,0.18,-0.04
104,0.515,0.515,0.631134,0.002446,0,0,-0.3,-10.6,-2.3,1.03,0.18,-0.04
105,0.52,0.52,0.635216,0.001529,0,0,-0.3,-10.7,-2,1.04,0.17,-0.03
106,0.525,0.525,0.641195,0.002507,0,0,-0.2,-10.7,-2.4,1.04,0.17,-0.03
107,0.53,0.53,0.646173,0.002485,0,0,-0.3,-10.8,-2.8,1.04,0.18,-0.04
108,0.535,0.535,0.650078,0.00139,0,0,-0.4,-10.7,-2.8,1.04,0.19,-0.04
109,0.54,0.54,0.656174,0.002487,0,0,-0.5,-10.8,-3.1,1.03,0.19,-0.04
110,0.545,0.545,0.661146,0.002458,0,0,-0.3,-10.8,-2.3,1.04,0.18,-0.03
111,0.55,0.55,0.665097,0.001409,0,0,-0.3,-10.6,-2.9,1.04,0.17,-0.04
112,0.555,0.555,0.67015,0.001463,0,0,-0.3,-10.6,-2.2,1.04,0.17,-0.03
113,0.56,0.56,0.676153,0.002465,0,0,-0.3,-10.8,-2.1,1.05,0.17,-0.04
114,0.565,0.565001,0.680085,0.001396,9.99999999917733e-07,0,-0.4,-10.7,-2.1,1.05,0.17,-0.03
115,0.57,0.570001,0.685064,0.001375,9.99999999917733e-07,0,-0.3,-10.7,-1.9,1.04,0.17,-0.03
116,0.575,0.575001,0.691165,0.002476,9.99999999917733e-07,0,-0.3,-10.8,-1.8,1.05,0.17,-0.04
117,0.58,0.58,0.696105,0.002417,0,0,-0.3,-10.7,-2.3,1.04,0.18,-0.04
118,0.585,0.585,0.700124,0.001436,0,0,-0.3,-10.7,-2.4,1.04,0.18,-0.04
119,0.59,0.59,0.70618,0.002492,0,0,-0.3,-10.8,-2.9,1.04,0.18,-0.04
120,0.595,0.595,0.711131,0.002443,0,0,-0.3,-10.8,-2.6,1.04,0.18,-0.04
121,0.6,0.6,0.715086,0.001398,0,0,-0.3,-10.8,-3.2,1.04,0.19,-0.04
122,0.605,0.605,0.720185,0.001497,0,0,-0.4,-10.8,-3.4,1.03,0.2,-0.05
123,0.61,0.61,0.726251,0.002564,0,0,-0.4,-10.7,-3.2,1.04,0.19,-0.05
124,0.615,0.615,0.730139,0.001451,0,0,-0.5,-10.8,-3.4,1.03,0.19,-0.05
125,0.62,0.62,0.735092,0.001404,0,0,-0.4,-10.7,-3,1.03,0.18,-0.04
126,0.625,0.625,0.741146,0.002458,0,0,-0.4,-10.7,-2.9,1.04,0.18,-0.04
127,0.63,0.63,0.746127,0.002439,0,0,-0.3,-10.6,-2.4,1.04,0.17,-0.04
128,0.635,0.635,0.750201,0.001513,0,0,-0.3,-10.7,-2.5,1.04,0.18,-0.04
129,0.64,0.64,0.755182,0.001495,0,0,-0.3,-10.5,-2.9,1.04,0.17,-0.04
130,0.645,0.645,0.761163,0.002475,0,0,-0.4,-10.6,-3.4,1.03,0.19,-0.04
131,0.65,0.65,0.765186,0.001498,0,0,-0.5,-10.7,-3.6,1.04,0.2,-0.04
132,0.655,0.655,0.770198,0.00151,0,0,-0.3,-10.7,-3.1,1.04,0.19,-0.04
133,0.66,0.66,0.776101,0.002413,0,0,-0.1,-10.7,-2.8,1.03,0.18,-0.03
134,0.665,0.665,0.780066,0.001378,0,0,-0.2,-10.7,-3,1.03,0.18,-0.04
135,0.67,0.67,0.785284,0.001596,0,0,-0.1,-10.8,-2.5,1.04,0.17,-0.04
136,0.675,0.675,0.791235,0.002548,0,0,-0.2,-10.7,-3.2,1.03,0.19,-0.04
137,0.68,0.68,0.796164,0.002476,0,0,-0.2,-10.7,-3.7,1.02,0.19,-0.04
138,0.685,0.685,0.800075,0.001387,0,0,-0.1,-10.8,-3.5,1.03,0.19,-0.04
139,0.69,0.690001,0.806111,0.002422,9.99999999917733e-07,0,-0.1,-10.8,-3.1,1.04,0.18,-0.04
140,0.695,0.695001,0.811098,0.002409,9.99999999917733e-07,0,-0.1,-10.8,-2,1.04,0.16,-0.03
141,0.7,0.700001,0.815054,0.001365,9.99999999917733e-07,0,-0.1,-10.8,-2.4,1.03,0.18,-0.03
142,0.705,0.705,0.820176,0.001488,0,0,-0.2,-10.7,-3,1.03,0.18,-0.03
143,0.71,0.71,0.82622,0.002532,0,0,-0.2,-10.7,-3,1.03,0.18,-0.03
144,0.715,0.715,0.83015,0.001462,0,0,-0.5,-10.8,-3.8,1.03,0.21,-0.05
145,0.72,0.72,0.835101,0.001413,0,0,-0.4,-10.8,-3.4,1.03,0.2,-0.05
146,0.725,0.725,0.841114,0.002426,0,0,-0.4,-10.8,-3.5,1.04,0.19,-0.04
147,0.73,0.73,0.845064,0.001376,0,0,-0.5,-10.9,-3.3,1.04,0.19,-0.04
148,0.735,0.735,0.850076,0.001388,0,0,-0.3,-10.8,-3.1,1.04,0.19,-0.04
149,0.74,0.74,0.85611,0.002422,0,0,-0.1,-10.7,-2.6,1.04,0.17,-0.04
150,0.745,0.745,0.86112,0.002432,0,0,-0.1,-10.7,-2.8,1.04,0.17,-0.04
151,0.75,0.75,0.865085,0.001397,0,0,-0.1,-10.7,-2.6,1.04,0.17,-0.04
152,0.755,0.755,0.870146,0.001458,0,0,-0.2,-10.7,-3,1.04,0.18,-0.04
153,0.76,0.76,0.876114,0.002426,0,0,-0.3,-10.7,-2.9,1.04,0.18,-0.03
154,0.765,0.765,0.881093,0.002405,0,0,-0.3,-10.7,-3.4,1.03,0.19,-0.04
155,0.77,0.77,0.885063,0.001375,0,0,-0.4,-10.8,-4.2,1.03,0.21,-0.05
156,0.775,0.775,0.891121,0.002434,0,0,-0.4,-10.8,-3.6,1.04,0.2,-0.05
157,0.78,0.78,0.89619,0.002502,0,0,-0.4,-10.8,-3.6,1.04,0.2,-0.04
158,0.785,0.785,0.90012,0.001432,0,0,-0.6,-10.9,-3.4,1.04,0.21,-0.05
159,0.79,0.79,0.906299,0.002611,0,0,-0.5,-10.8,-3.4,1.04,0.2,-0.05
160,0.795,0.795,0.911197,0.002508,0,0,-0.5,-10.8,-3.5,1.04,0.21,-0.04
161,0.8,0.8,0.915099,0.001411,0,0,-0.6,-10.8,-3.7,1.03,0.21,-0.05
162,0.805,0.805,0.920279,0.001591,0,0,-0.3,-10.7,-2.4,1.04,0.18,-0.04
163,0.81,0.81,0.926189,0.002501,0,0,-0.3,-10.7,-1.9,1.05,0.17,-0.04
164,0.815,0.815001,0.930091,0.001402,9.99999999917733e-07,0,-0.1,-10.7,-2.3,1.04,0.17,-0.04
165,0.82,0.820001,0.935225,0.001536,9.99999999917733e-07,0,-0.1,-10.7,-2.2,1.04,0.16,-0.04
166,0.825,0.825001,0.941208,0.002519,9.99999999917733e-07,0,-0.2,-10.7,-2.3,1.04,0.18,-0.04
167,0.83,0.830001,0.946196,0.002508,9.99999999917733e-07,0,-0.3,-10.8,-2.6,1.04,0.18,-0.04
168,0.835,0.835,0.950121,0.001433,0,0,-0.4,-10.7,-2.6,1.04,0.19,-0.04
169,0.84,0.84,0.95618,0.002492,0,0,-0.3,-10.8,-3.1,1.04,0.19,-0.04
170,0.845,0.845,0.961174,0.002486,0,0,-0.2,-10.7,-2.9,1.04,0.18,-0.04
171,0.85,0.85,0.965096,0.001408,0,0,-0.3,-10.8,-3.2,1.04,0.19,-0.04
172,0.855,0.855,0.971081,0.002394,0,0,-0.3,-10.8,-3.7,1.03,0.19,-0.05
173,0.86,0.86,0.976098,0.00241,0,0,-0.3,-10.8,-3.5,1.03,0.19,-0.05
174,0.865,0.865,0.980054,0.001366,0,0,-0.4,-10.8,-3.2,1.03,0.19,-0.04
175,0.87,0.87,0.986117,0.002429,0,0,-0.4,-10.7,-3,1.04,0.2,-0.04
176,0.875,0.875,0.99117,0.002482,0,0,-0.3,-10.7,-2.2,1.04,0.18,-0.04
177,0.88,0.88,0.995104,0.001415,0,0,-0.4,-10.8,-2.6,1.04,0.19,-0.04
178,0.885,0.885,1.000118,0.00143,0,0,-0.5,-10.7,-3.1,1.04,0.2,-0.04
179,0.89,0.890002,1.005878,0.002189,1.99999999994649e-06,0,-0.4,-10.6,-2.7,1.04,0.19,-0.04
180,0.895,0.895001,1.011625,0.002937,1.00000000002876e-06,0,-0.2,-10.6,-2.9,1.04,0.18,-0.04
181,0.9,0.9,1.015527,0.001841,0,0,0,-10.6,-2.5,1.04,0.17,-0.04
182,0.905,0.905,1.020848,0.002162,0,0,-0.1,-10.7,-2.3,1.04,0.16,-0.04
183,0.91,0.910001,1.026736,0.003049,9.99999999917733e-07,0,0,-10.7,-2.3,1.04,0.16,-0.04
184,0.915,0.915,1.030231,0.001543,0,0,0,-10.6,-2.3,1.04,0.17,-0.04
185,0.92,0.92,1.036171,0.002484,0,0,-0.2,-10.8,-3,1.05,0.18,-0.05
186,0.925,0.925,1.041119,0.002431,0,0,-0.3,-10.7,-3,1.04,0.19,-0.05
187,0.93,0.93,1.045139,0.001451,0,0,-0.5,-10.7,-3.7,1.04,0.2,-0.05
188,0.935,0.935,1.050274,0.001586,0,0,-0.5,-10.7,-3.7,1.04,0.21,-0.05
189,0.94,0.940001,1.05611,0.002421,9.99999999917733e-07,0,-0.4,-10.8,-3.7,1.03,0.2,-0.05
190,0.945,0.945002,1.06019,0.0015,1.99999999994649e-06,0,-0.4,-10.8,-3.7,1.03,0.2,-0.05
191,0.95,0.950001,1.065187,0.001498,9.99999999917733e-07,0,-0.4,-10.8,-4.1,1.03,0.21,-0.05
192,0.955,0.955001,1.071129,0.002441,9.99999999917733e-07,0,-0.3,-10.8,-3.4,1.03,0.19,-0.04
193,0.96,0.96,1.07513,0.001442,0,0,-0.3,-10.9,-2.1,1.05,0.18,-0.04
194,0.965,0.965,1.080071,0.001383,0,0,-0.3,-10.8,-1.9,1.05,0.17,-0.03
195,0.97,0.97,1.086109,0.002421,0,0,-0.5,-10.9,-2.2,1.04,0.19,-0.03
196,0.975,0.975,1.091137,0.002449,0,0,-0.5,-10.8,-2.1,1.05,0.19,-0.04
197,0.98,0.98,1.09507,0.001382,0,0,-0.4,-10.8,-2.2,1.04,0.18,-0.04
198,0.985,0.985,1.101191,0.002504,0,0,-0.4,-10.8,-2.4,1.04,0.18,-0.04
199,0.99,0.99,1.106076,0.002389,0,0,-0.5,-10.7,-2.9,1.03,0.19,-0.04
200,0.995,0.995,1.110166,0.001478,0,0,-0.5,-10.8,-3,1.03,0.19,-0.04
201,1,1,1.116181,0.002492,0,0,-0.2,-10.7,-3,1.04,0.18,-0.04
202,1.005,1.005001,1.12112,0.002431,9.99999999917733e-07,0,-0.3,-10.8,-2.4,1.04,0.18,-0.04
203,1.01,1.01,1.125157,0.001469,0,0,-0.2,-10.8,-2.9,1.03,0.19,-0.04
204,1.015,1.015001,1.130207,0.001518,9.99999999917733e-07,0,-0.2,-10.8,-2.9,1.03,0.18,-0.03
205,1.02,1.02,1.136157,0.002469,0,0,-0.1,-10.8,-2.7,1.03,0.17,-0.03
206,1.025,1.025,1.141075,0.002387,0,0,-0.2,-10.7,-2.5,1.04,0.18,-0.03
207,1.03,1.03,1.145088,0.0014,0,0,-0.3,-10.8,-2.5,1.04,0.19,-0.04
208,1.035,1.035,1.151072,0.002384,0,0,-0.4,-10.7,-2.9,1.03,0.19,-0.04
209,1.04,1.04,1.156213,0.002526,0,0,-0.4,-10.7,-3.6,1.03,0.2,-0.05
210,1.045,1.045,1.160154,0.001465,0,0,-0.4,-10.7,-3.8,1.03,0.2,-0.05
211,1.05,1.05,1.166275,0.002588,0,0,-0.3,-10.7,-3.5,1.02,0.2,-0.04
212,1.055,1.055,1.171129,0.002441,0,0,-0.3,-10.7,-2.9,1.04,0.19,-0.04
213,1.06,1.06,1.17507,0.001382,0,0,-0.3,-10.8,-2.6,1.04,0.18,-0.04
214,1.065,1.065,1.181487,0.002801,0,0,-0.2,-10.7,-3.3,1.02,0.18,-0.04
215,1.07,1.070001,1.186573,0.002886,9.99999999917733e-07,0,-0.2,-10.7,-3.1,1.03,0.19,-0.04
216,1.075,1.075002,1.190596,0.001907,2.00000000005751e-06,0,-0.1,-10.7,-2.6,1.03,0.18,-0.04
217,1.08,1.08,1.195764,0.002077,0,0,-0.1,-10.8,-2.3,1.04,0.18,-0.04
218,1.085,1.085,1.201206,0.002518,0,0,-0.2,-10.8,-3,1.04,0.19,-0.04
219,1.09,1.09,1.205091,0.001403,0,0,-0.3,-10.8,-2.8,1.04,0.19,-0.05
220,1.095,1.095001,1.210704,0.002016,9.99999999917733e-07,0,-0.2,-10.8,-2.4,1.04,0.19,-0.04
221,1.1,1.1,1.216191,0.002503,0,0,-0.2,-10.8,-2.9,1.04,0.2,-0.04
222,1.105,1.105,1.220106,0.001418,0,0,-0.4,-10.8,-2.9,1.04,0.2,-0.04
223,1.11,1.11,1.225354,0.001665,0,0,-0.3,-10.8,-2.9,1.04,0.2,-0.04
224,1.115,1.115,1.231122,0.002434,0,0,-0.4,-10.8,-2.9,1.04,0.2,-0.04
225,1.12,1.12,1.235066,0.001379,0,0,-0.3,-10.8,-2.6,1.04,0.19,-0.04
226,1.125,1.125,1.240198,0.00151,0,0,-0.4,-10.9,-1.5,1.05,0.18,-0.03
227,1.13,1.130001,1.246158,0.002469,9.99999999917733e-07,0,-0.4,-10.8,-2.4,1.04,0.19,-0.04
228,1.135,1.135,1.250286,0.001598,0,0,-0.6,-10.8,-2.7,1.04,0.2,-0.04
229,1.14,1.140001,1.255266,0.001577,9.99999999917733e-07,0,-0.6,-10.9,-2.8,1.04,0.2,-0.04
230,1.145,1.145,1.261567,0.002878,0,0,-0.5,-10.8,-2.6,1.04,0.2,-0.04
231,1.15,1.150001,1.265131,0.001442,9.99999999917733e-07,0,-0.3,-10.8,-2.4,1.04,0.18,-0.04
232,1.155,1.155,1.270124,0.001436,0,0,-0.3,-10.8,-2.4,1.04,0.18,-0.04
233,1.16,1.16,1.276102,0.002414,0,0,-0.4,-10.8,-3,1.03,0.19,-0.04
234,1.165,1.165,1.281186,0.002498,0,0,-0.4,-10.8,-3.1,1.04,0.19,-0.04
235,1.17,1.17,1.285084,0.001396,0,0,-0.3,-10.8,-2.6,1.04,0.18,-0.04
236,1.175,1.175,1.291098,0.00241,0,0,-0.2,-10.7,-2.6,1.04,0.18,-0.04
237,1.18,1.180001,1.296227,0.002539,1.00000000013978e-06,0,-0.4,-10.8,-3.4,1.03,0.2,-0.05
238,1.185,1.185,1.300077,0.00139,0,0,-0.4,-10.9,-3,1.04,0.2,-0.05
239,1.19,1.19,1.306159,0.002473,0,0,-0.5,-10.9,-3.1,1.04,0.2,-0.05
240,1.195,1.195,1.311156,0.002468,0,0,-0.5,-10.8,-3.1,1.04,0.2,-0.05
241,1.2,1.2,1.315048,0.00136,0,0,-0.4,-10.8,-2.7,1.04,0.19,-0.04
242,1.205,1.205,1.321142,0.002455,0,0,-0.3,-10.7,-3.2,1.04,0.19,-0.04
243,1.21,1.21,1.326183,0.002495,0,0,-0.3,-10.6,-2.8,1.04,0.18,-0.04
244,1.215,1.215,1.330083,0.001395,0,0,-0.4,-10.6,-2.7,1.04,0.18,-0.04
245,1.22,1.22,1.336083,0.002395,0,0,-0.3,-10.6,-3,1.03,0.18,-0.03
246,1.225,1.225,1.341164,0.002476,0,0,-0.3,-10.7,-2.4,1.04,0.17,-0.03
247,1.23,1.23,1.34508,0.001392,0,0,-0.2,-10.7,-3.1,1.03,0.18,-0.04
248,1.235,1.235,1.351128,0.00244,0,0,-0.3,-10.7,-3.1,1.03,0.18,-0.04
249,1.24,1.24,1.355091,0.001404,0,0,-0.2,-10.8,-2.9,1.04,0.18,-0.04
250,1.245,1.245,1.360224,0.001536,0,0,-0.2,-10.8,-2.4,1.05,0.17,-0.04
251,1.25,1.25,1.366136,0.002448,0,0,-0.3,-10.8,-2.5,1.04,0.19,-0.04
252,1.255,1.255001,1.370078,0.001389,9.99999999917733e-07,0,-0.4,-10.7,-2.8,1.04,0.19,-0.04
253,1.26,1.260002,1.375788,0.002099,2.00000000005751e-06,0,-0.4,-10.8,-2.5,1.04,0.19,-0.04
254,1.265,1.265002,1.380563,0.001874,1.99999999983547e-06,0,-0.4,-10.8,-2.9,1.04,0.19,-0.05
255,1.27,1.27,1.38514,0.001452,0,0,-0.4,-10.8,-1.7,1.05,0.18,-0.04
256,1.275,1.275001,1.3901,0.001411,9.99999999917733e-07,0,-0.4,-10.8,-1.7,1.04,0.18,-0.04
