sequence,scheduledTimeSec,readStartTimeSec,sampleTimeSec,readDurationSec,startLatenessSec,deadlineMiss,Fx_N,Fy_N,Fz_N,Tx_Nm,Ty_Nm,Tz_Nm
2248,11.235,11.235,11.35001,0.001323,0,0,-0.4,-10.8,-3.3,1.03,0.19,-0.04
2249,11.24,11.24,11.356099,0.002411,0,0,-0.2,-10.8,-3,1.03,0.18,-0.04
2250,11.245,11.245001,11.361066,0.002377,9.999999992516e-07,0,-0.4,-10.9,-2.6,1.04,0.18,-0.04
2251,11.25,11.25,11.365009,0.001322,0,0,-0.4,-10.9,-2.8,1.04,0.18,-0.04
2252,11.255,11.255,11.370306,0.001619,0,0,-0.4,-10.9,-3.1,1.03,0.18,-0.04
2253,11.26,11.26,11.376109,0.002423,0,0,-0.5,-10.8,-3.5,1.04,0.2,-0.05
2254,11.265,11.265,11.380009,0.001322,0,0,-0.4,-10.9,-3.9,1.03,0.2,-0.04
2255,11.27,11.27,11.385097,0.00141,0,0,-0.3,-10.9,-4,1.03,0.2,-0.04
2256,11.275,11.275,11.391106,0.00242,0,0,-0.2,-10.8,-3.7,1.04,0.19,-0.04
2257,11.28,11.28,11.396187,0.002501,0,0,-0.3,-10.8,-3.8,1.03,0.19,-0.04
2258,11.285,11.285,11.400066,0.001379,0,0,-0.2,-10.8,-3.6,1.03,0.19,-0.04
2259,11.29,11.290003,11.405326,0.001636,2.99999999953116e-06,0,-0.3,-10.9,-3.4,1.03,0.19,-0.04
2260,11.295,11.295,11.41108,0.002394,0,0,-0.3,-10.9,-3.6,1.03,0.2,-0.04
2261,11.3,11.3,11.415039,0.001352,0,0,-0.3,-10.8,-3.7,1.02,0.2,-0.04
2262,11.305,11.305,11.42018,0.001493,0,0,-0.2,-10.8,-3.3,1.03,0.19,-0.04
2263,11.31,11.31,11.42617,0.002483,0,0,-0.3,-10.8,-3.3,1.03,0.19,-0.04
2264,11.315,11.315,11.431033,0.002346,0,0,-0.3,-10.8,-3.1,1.03,0.18,-0.05
2265,11.32,11.32,11.435024,0.001337,0,0,-0.2,-10.9,-3.2,1.03,0.19,-0.04
2266,11.325,11.325001,11.441065,0.002377,9.999999992516e-07,0,-0.3,-10.8,-3.7,1.03,0.19,-0.05
2267,11.33,11.33,11.446038,0.00235,0,0,-0.3,-10.8,-3.1,1.03,0.19,-0.05
2268,11.335,11.335,11.450097,0.00141,0,0,-0.3,-10.8,-2.9,1.04,0.19,-0.04
2269,11.34,11.34,11.45519,0.001503,0,0,-0.2,-10.6,-2.6,1.04,0.17,-0.04
2270,11.345,11.345,11.461133,0.002446,0,0,-0.2,-10.7,-2.4,1.04,0.16,-0.04
2271,11.35,11.35,11.465043,0.001356,0,0,-0.3,-10.7,-2.1,1.04,0.17,-0.03
2272,11.355,11.355,11.470142,0.001456,0,0,-0.3,-10.7,-2.3,1.05,0.17,-0.04
2273,11.36,11.36,11.476063,0.002377,0,0,-0.3,-10.7,-2.6,1.04,0.17,-0.04
2274,11.365,11.365,11.481083,0.002396,0,0,-0.4,-10.8,-3.1,1.04,0.19,-0.05
2275,11.37,11.370001,11.485025,0.001337,9.999999992516e-07,0,-0.4,-10.8,-3,1.03,0.18,-0.04
2276,11.375,11.375,11.490232,0.001545,0,0,-0.2,-10.7,-3.3,1.03,0.18,-0.05
2277,11.38,11.38,11.496041,0.002354,0,0,-0.4,-10.7,-3.6,1.03,0.2,-0.04
2278,11.385,11.385,11.500015,0.001327,0,0,-0.3,-10.7,-3.3,1.03,0.19,-0.05
2279,11.39,11.39,11.505096,0.001409,0,0,-0.3,-10.8,-3,1.03,0.18,-0.04
2280,11.395,11.395,11.511091,0.002404,0,0,-0.4,-10.8,-3.2,1.03,0.19,-0.04
2281,11.4,11.4,11.516054,0.002366,0,0,-0.5,-10.8,-3.8,1.02,0.2,-0.04
2282,11.405,11.405,11.520075,0.001387,0,0,-0.3,-10.8,-3.9,1.02,0.2,-0.04
2283,11.41,11.41,11.525145,0.001457,0,0,-0.3,-10.8,-3.5,1.02,0.19,-0.04
2284,11.415,11.415001,11.531054,0.002366,9.999999992516e-07,0,-0.4,-10.9,-3.4,1.03,0.2,-0.04
2285,11.42,11.42,11.536063,0.002376,0,0,-0.3,-10.8,-3,1.03,0.19,-0.04
2286,11.425,11.425,11.540168,0.001481,0,0,-0.2,-10.9,-3.3,1.03,0.19,-0.04
2287,11.43,11.43,11.546027,0.002339,0,0,-0.3,-10.8,-3.2,1.03,0.19,-0.04
2288,11.435,11.435,11.551024,0.002337,0,0,-0.3,-10.8,-2.8,1.03,0.18,-0.04
2289,11.44,11.44,11.555057,0.00137,0,0,-0.4,-10.9,-3.8,1.03,0.19,-0.05
2290,11.445,11.445,11.561129,0.002441,0,0,-0.4,-10.9,-3.7,1.03,0.19,-0.05
2291,11.45,11.450001,11.566185,0.002498,9.999999992516e-07,0,-0.4,-10.8,-3.7,1.03,0.19,-0.04
2292,11.455,11.455,11.570047,0.00136,0,0,-0.4,-10.9,-3.8,1.03,0.2,-0.04
2293,11.46,11.46,11.575123,0.001435,0,0,-0.4,-10.9,-3.8,1.03,0.2,-0.05
2294,11.465,11.465,11.581099,0.002412,0,0,-0.3,-10.8,-3.7,1.03,0.19,-0.04
2295,11.47,11.47,11.586043,0.002356,0,0,-0.3,-10.8,-3,1.04,0.19,-0.04
2296,11.475,11.475,11.590022,0.001335,0,0,-0.3,-10.8,-3.1,1.04,0.19,-0.04
2297,11.48,11.48,11.596105,0.002418,0,0,-0.2,-10.7,-3.4,1.03,0.19,-0.04
2298,11.485,11.485,11.60017,0.001483,0,0,-0.3,-10.7,-3.4,1.03,0.19,-0.04
2299,11.49,11.49,11.605161,0.001473,0,0,-0.4,-10.8,-3.9,1.03,0.19,-0.04
2300,11.495,11.495001,11.611189,0.002502,9.999999992516e-07,0,-0.3,-10.8,-3.7,1.03,0.19,-0.04
2301,11.5,11.5,11.61604,0.002353,0,0,-0.3,-10.9,-3.7,1.03,0.19,-0.04
2302,11.505,11.505,11.620098,0.001411,0,0,-0.1,-10.8,-3.3,1.03,0.18,-0.04
2303,11.51,11.51,11.626143,0.002455,0,0,0,-10.7,-3.6,1.02,0.18,-0.05
2304,11.515,11.515,11.631017,0.00233,0,0,-0.1,-10.8,-3.3,1.03,0.18,-0.04
2305,11.52,11.52,11.63534,0.001655,0,0,-0.1,-10.8,-3,1.03,0.17,-0.04
2306,11.525,11.525002,11.640828,0.00214,2.00000000027956e-06,0,-0.1,-10.7,-3.3,1.03,0.18,-0.04
2307,11.53,11.53,11.646215,0.002528,0,0,-0.2,-10.7,-3.4,1.03,0.18,-0.04
2308,11.535,11.535,11.650149,0.001462,0,0,-0.3,-10.7,-3,1.03,0.18,-0.04
2309,11.54,11.540002,11.655412,0.001722,1.9999999985032e-06,0,-0.2,-10.8,-3.6,1.03,0.18,-0.04
2310,11.545,11.545,11.661288,0.002601,0,0,-0.3,-10.8,-3.3,1.03,0.19,-0.04
2311,11.55,11.55,11.665049,0.001363,0,0,-0.4,-10.8,-4.3,1.03,0.2,-0.04
2312,11.555,11.555,11.670121,0.001434,0,0,-0.4,-10.8,-4.1,1.03,0.2,-0.04
2313,11.56,11.56,11.676119,0.002431,0,0,-0.4,-10.8,-3.6,1.03,0.2,-0.04
2314,11.565,11.565,11.680068,0.001381,0,0,-0.4,-10.7,-3.6,1.03,0.2,-0.04
2315,11.57,11.57,11.685072,0.001384,0,0,-0.2,-10.8,-3,1.03,0.18,-0.04
2316,11.575,11.575001,11.691038,0.00235,9.999999992516e-07,0,-0.3,-10.8,-3.1,1.03,0.19,-0.04
2317,11.58,11.58,11.695009,0.001322,0,0,-0.6,-11,-3,1.04,0.2,-0.04
2318,11.585,11.585,11.700066,0.001379,0,0,-0.5,-10.9,-2.9,1.04,0.19,-0.04
2319,11.59,11.59,11.706103,0.002417,0,0,-0.3,-10.9,-2.6,1.04,0.19,-0.04
2320,11.595,11.595,11.710036,0.001348,0,0,-0.2,-10.9,-2.2,1.05,0.18,-0.04
2321,11.6,11.6,11.715049,0.001362,0,0,-0.5,-10.9,-2.3,1.05,0.18,-0.04
2322,11.605,11.605,11.721061,0.002374,0,0,-0.5,-10.9,-2.7,1.04,0.19,-0.04
2323,11.61,11.61,11.726062,0.002375,0,0,-0.5,-10.8,-2.7,1.04,0.19,-0.04
2324,11.615,11.615,11.730042,0.001355,0,0,-0.4,-10.8,-2.4,1.04,0.18,-0.03
2325,11.62,11.620001,11.735234,0.001546,9.999999992516e-07,0,-0.4,-10.7,-2.7,1.04,0.18,-0.04
2326,11.625,11.625,11.741117,0.002429,0,0,-0.3,-10.7,-2.5,1.03,0.18,-0.03
2327,11.63,11.63,11.745058,0.001371,0,0,-0.2,-10.7,-2.4,1.04,0.17,-0.04
2328,11.635,11.635,11.750094,0.001407,0,0,-0.3,-10.7,-2.2,1.04,0.17,-0.04
2329,11.64,11.64,11.756219,0.00253,0,0,-0.1,-10.7,-2.5,1.04,0.17,-0.03
2330,11.645,11.645,11.760023,0.001336,0,0,-0.2,-10.7,-2.3,1.04,0.17,-0.03
2331,11.65,11.65,11.765106,0.001418,0,0,-0.3,-10.7,-3.1,1.04,0.18,-0.04
2332,11.655,11.655001,11.771297,0.00261,1.00000000102796e-06,0,-0.4,-10.8,-3.3,1.04,0.19,-0.04
2333,11.66,11.660001,11.776183,0.002495,9.999999992516e-07,0,-0.4,-10.7,-3.6,1.04,0.19,-0.05
2334,11.665,11.665001,11.780038,0.00135,9.999999992516e-07,0,-0.3,-10.8,-3.4,1.03,0.19,-0.04
2335,11.67,11.67,11.786139,0.002452,0,0,-0.2,-10.7,-4.1,1.02,0.2,-0.05
2336,11.675,11.675,11.790037,0.00135,0,0,-0.1,-10.7,-3.7,1.03,0.18,-0.04
2337,11.68,11.68,11.795066,0.001378,0,0,-0.1,-10.7,-3.6,1.03,0.18,-0.04
2338,11.685,11.685,11.801068,0.00238,0,0,0,-10.6,-3.3,1.03,0.18,-0.04
2339,11.69,11.69,11.806057,0.00237,0,0,-0.1,-10.7,-3.5,1.03,0.18,-0.04
2340,11.695,11.695,11.81008,0.001392,0,0,-0.1,-10.7,-3.1,1.03,0.18,-0.04
2341,11.7,11.700001,11.81605,0.002362,9.999999992516e-07,0,0,-10.7,-2.7,1.03,0.17,-0.03
2342,11.705,11.705,11.82112,0.002434,0,0,-0.1,-10.7,-2.6,1.03,0.17,-0.04
2343,11.71,11.71,11.825173,0.001486,0,0,-0.1,-10.7,-2.4,1.03,0.16,-0.03
2344,11.715,11.715,11.830119,0.001431,0,0,-0.2,-10.8,-3.3,1.02,0.18,-0.04
2345,11.72,11.72,11.836107,0.00242,0,0,-0.2,-10.8,-2.8,1.03,0.18,-0.04
2346,11.725,11.725,11.841106,0.002418,0,0,-0.3,-10.8,-3.4,1.03,0.19,-0.04
2347,11.73,11.73,11.845041,0.001353,0,0,-0.3,-10.8,-3.5,1.03,0.19,-0.05
2348,11.735,11.735,11.851041,0.002354,0,0,-0.5,-10.9,-3.3,1.03,0.2,-0.05
2349,11.74,11.74,11.856061,0.002373,0,0,-0.4,-10.8,-3.8,1.03,0.19,-0.05
2350,11.745,11.745001,11.860084,0.001396,9.999999992516e-07,0,-0.3,-10.7,-2.8,1.03,0.18,-0.04
2351,11.75,11.75,11.86512,0.001433,0,0,-0.4,-10.8,-3.3,1.04,0.19,-0.04
2352,11.755,11.755,11.871037,0.002349,0,0,-0.5,-10.8,-2.9,1.04,0.18,-0.04
2353,11.76,11.76,11.875081,0.001393,0,0,-0.3,-10.7,-2.2,1.05,0.16,-0.03
2354,11.765,11.765,11.880075,0.001388,0,0,-0.1,-10.7,-2.7,1.04,0.17,-0.04
2355,11.77,11.77,11.886078,0.00239,0,0,-0.3,-10.6,-3.6,1.03,0.18,-0.04
2356,11.775,11.775,11.891028,0.00234,0,0,-0.3,-10.7,-3.6,1.03,0.18,-0.04
2357,11.78,11.78,11.89501,0.001323,0,0,-0.2,-10.8,-3.5,1.03,0.18,-0.04
2358,11.785,11.785,11.901052,0.002365,0,0,-0.1,-10.8,-2.9,1.04,0.17,-0.04
2359,11.79,11.790001,11.906027,0.002339,9.999999992516e-07,0,-0.3,-10.8,-3,1.03,0.19,-0.04
2360,11.795,11.795,11.91002,0.001333,0,0,-0.2,-10.8,-3.5,1.03,0.18,-0.04
2361,11.8,11.8,11.916074,0.002387,0,0,-0.3,-10.8,-3.8,1.03,0.2,-0.04
2362,11.805,11.805,11.921151,0.002464,0,0,-0.4,-10.9,-3.8,1.03,0.19,-0.05
2363,11.81,11.81,11.925054,0.001367,0,0,-0.5,-10.8,-3.4,1.03,0.2,-0.05
2364,11.815,11.815,11.930118,0.001431,0,0,-0.4,-10.8,-2.9,1.03,0.18,-0.04
2365,11.82,11.820001,11.93585,0.002163,9.999999992516e-07,0,-0.5,-10.9,-2.8,1.04,0.18,-0.04
2366,11.825,11.825003,11.941516,0.002828,2.99999999953116e-06,0,-0.4,-10.9,-2.4,1.04,0.17,-0.04
2367,11.83,11.830001,11.945327,0.001639,9.999999992516e-07,0,-0.4,-11,-3.2,1.03,0.18,-0.04
2368,11.835,11.835,11.95116,0.002472,0,0,-0.3,-11,-3.1,1.03,0.18,-0.04
2369,11.84,11.84,11.955292,0.001606,0,0,-0.1,-10.9,-2.5,1.03,0.17,-0.04
2370,11.845,11.845001,11.960452,0.001764,9.999999992516e-07,0,0,-10.9,-2.3,1.03,0.17,-0.04
2371,11.85,11.850001,11.966326,0.002638,1.00000000102796e-06,0,-0.3,-10.8,-2.7,1.03,0.18,-0.04
2372,11.855,11.855,11.970093,0.001407,0,0,-0.3,-10.8,-3.5,1.02,0.19,-0.05
2373,11.86,11.86,11.975228,0.00154,0,0,-0.3,-10.8,-2.8,1.04,0.18,-0.04
2374,11.865,11.865,11.981385,0.002698,0,0,-0.3,-10.7,-3.2,1.04,0.19,-0.04
2375,11.87,11.870002,11.985229,0.001541,1.9999999985032e-06,0,-0.3,-10.7,-3,1.04,0.19,-0.04
2376,11.875,11.875,11.990246,0.001559,0,0,-0.3,-10.7,-3,1.04,0.18,-0.04
2377,11.88,11.88,11.996178,0.002491,0,0,-0.2,-10.7,-3.3,1.04,0.18,-0.04
2378,11.885,11.885,12.000053,0.001366,0,0,-0.3,-10.7,-3.3,1.04,0.19,-0.04
2379,11.89,11.89,12.005089,0.001402,0,0,-0.2,-10.7,-2.6,1.04,0.17,-0.04
2380,11.895,11.895,12.011168,0.002481,0,0,-0.3,-10.8,-2,1.05,0.16,-0.04
2381,11.9,11.9,12.016048,0.002362,0,0,-0.5,-10.8,-2.7,1.04,0.18,-0.04
2382,11.905,11.905,12.020005,0.001319,0,0,-0.4,-10.8,-2.4,1.04,0.17,-0.04
2383,11.91,11.91,12.026027,0.002341,0,0,-0.3,-10.8,-2.1,1.04,0.17,-0.04
2384,11.915,11.915001,12.031023,0.002335,9.999999992516e-07,0,-0.3,-10.8,-2.5,1.04,0.17,-0.04
2385,11.92,11.92,12.035025,0.001338,0,0,-0.3,-10.8,-3,1.04,0.18,-0.04
2386,11.925,11.925,12.040137,0.00145,0,0,-0.1,-10.9,-2.6,1.04,0.17,-0.04
2387,11.93,11.93,12.046044,0.002357,0,0,-0.3,-10.9,-1.7,1.05,0.16,-0.04
2388,11.935,11.935,12.050023,0.001336,0,0,-0.2,-10.8,-2.1,1.05,0.16,-0.04
2389,11.94,11.94,12.055074,0.001387,0,0,-0.1,-10.7,-2.8,1.04,0.17,-0.04
2390,11.945,11.945,12.061021,0.002334,0,0,-0.1,-10.8,-3.1,1.04,0.17,-0.04
2391,11.95,11.950001,12.065208,0.001521,9.999999992516e-07,0,-0.3,-10.9,-3.5,1.04,0.19,-0.05
2392,11.955,11.955,12.070074,0.001386,0,0,-0.2,-10.8,-3.8,1.04,0.18,-0.05
2393,11.96,11.96,12.076053,0.002367,0,0,-0.3,-10.8,-3.7,1.03,0.19,-0.05
2394,11.965,11.965,12.081042,0.002355,0,0,-0.4,-10.9,-3.4,1.04,0.2,-0.04
2395,11.97,11.97,12.085075,0.001389,0,0,-0.4,-10.9,-3.3,1.04,0.2,-0.05
2396,11.975,11.975,12.090113,0.001426,0,0,-0.4,-10.9,-3,1.03,0.19,-0.04
2397,11.98,11.98,12.09618,0.002492,0,0,-0.4,-10.8,-2.5,1.03,0.19,-0.04
2398,11.985,11.985,12.100106,0.00142,0,0,-0.4,-10.8,-3,1.03,0.19,-0.04
2399,11.99,11.99,12.105133,0.001445,0,0,-0.4,-10.7,-2.7,1.04,0.19,-0.04
2400,11.995,11.995001,12.111127,0.002438,9.999999992516e-07,0,-0.4,-10.8,-3.2,1.04,0.19,-0.04
2401,12,12,12.116023,0.002336,0,0,-0.2,-10.8,-2.9,1.04,0.18,-0.04
2402,12.005,12.005,12.119996,0.001309,0,0,-0.2,-10.8,-2.6,1.04,0.17,-0.04
2403,12.01,12.01,12.126094,0.002406,0,0,-0.2,-10.9,-2.8,1.04,0.17,-0.04
2404,12.015,12.015,12.131066,0.002379,0,0,-0.2,-10.9,-2.8,1.04,0.17,-0.04
2405,12.02,12.02,12.135039,0.001352,0,0,0,-10.8,-2.9,1.05,0.17,-0.04
2406,12.025,12.025,12.141125,0.002438,0,0,0,-10.7,-2.4,1.04,0.16,-0.04
2407,12.03,12.030001,12.146056,0.002368,9.999999992516e-07,0,-0.1,-10.7,-2.8,1.04,0.17,-0.04
2408,12.035,12.035,12.150085,0.001398,0,0,-0.2,-10.7,-2.7,1.04,0.17,-0.04
2409,12.04,12.040001,12.155149,0.001461,9.999999992516e-07,0,-0.1,-10.7,-2.9,1.04,0.17,-0.04
2410,12.045,12.045,12.161076,0.002389,0,0,-0.3,-10.6,-3.5,1.03,0.19,-0.04
2411,12.05,12.05,12.165065,0.001378,0,0,-0.3,-10.6,-3.3,1.03,0.18,-0.04
2412,12.055,12.055,12.170157,0.001469,0,0,-0.2,-10.6,-3,1.04,0.17,-0.04
2413,12.06,12.06,12.176146,0.002459,0,0,-0.3,-10.7,-3,1.03,0.18,-0.04
2414,12.065,12.065,12.18003,0.001343,0,0,-0.4,-10.6,-3.2,1.03,0.18,-0.05
2415,12.07,12.07,12.185155,0.001468,0,0,-0.2,-10.7,-2.8,1.04,0.17,-0.04
2416,12.075,12.075001,12.191059,0.002371,9.999999992516e-07,0,-0.2,-10.7,-3,1.04,0.17,-0.04
2417,12.08,12.08,12.196015,0.002328,0,0,0,-10.6,-3,1.04,0.17,-0.04
2418,12.085,12.085,12.199995,0.001308,0,0,-0.1,-10.6,-2.8,1.04,0.17,-0.03
2419,12.09,12.09,12.206105,0.002417,0,0,-0.2,-10.6,-3.1,1.04,0.17,-0.04
2420,12.095,12.095,12.21103,0.002343,0,0,-0.3,-10.6,-3.2,1.04,0.18,-0.04
2421,12.1,12.1,12.215004,0.001317,0,0,-0.4,-10.7,-3.5,1.04,0.19,-0.05
2422,12.105,12.105,12.22017,0.001484,0,0,-0.5,-10.7,-3.7,1.03,0.2,-0.05
2423,12.11,12.11,12.226142,0.002454,0,0,-0.6,-10.7,-3.3,1.04,0.2,-0.05
2424,12.115,12.115,12.230116,0.001429,0,0,-0.5,-10.8,-3.4,1.04,0.19,-0.04
2425,12.12,12.120001,12.235055,0.001368,9.999999992516e-07,0,-0.5,-10.8,-2.6,1.05,0.18,-0.04
2426,12.125,12.125001,12.240419,0.001731,9.999999992516e-07,0,-0.4,-10.8,-2.5,1.05,0.17,-0.04
2427,12.13,12.13,12.246039,0.002352,0,0,-0.5,-10.7,-3.1,1.04,0.18,-0.04
2428,12.135,12.135,12.250051,0.001364,0,0,-0.4,-10.8,-2.6,1.05,0.18,-0.04
2429,12.14,12.14,12.256099,0.002413,0,0,-0.4,-10.7,-2.8,1.04,0.18,-0.04
2430,12.145,12.145,12.261083,0.002396,0,0,-0.3,-10.7,-2.7,1.04,0.18,-0.04
2431,12.15,12.15,12.26503,0.001343,0,0,-0.2,-10.7,-2.7,1.04,0.17,-0.04
2432,12.155,12.155001,12.270131,0.001444,9.999999992516e-07,0,-0.3,-10.7,-3.1,1.04,0.18,-0.04
2433,12.16,12.16,12.276067,0.002379,0,0,-0.2,-10.7,-3,1.04,0.17,-0.04
2434,12.165,12.165001,12.281026,0.002338,9.999999992516e-07,0,-0.1,-10.8,-2.9,1.04,0.18,-0.04
2435,12.17,12.17,12.285008,0.001322,0,0,-0.3,-10.8,-3,1.04,0.18,-0.04
2436,12.175,12.175,12.291062,0.002375,0,0,-0.4,-10.7,-3,1.03,0.18,-0.04
2437,12.18,12.18,12.296027,0.002339,0,0,-0.3,-10.7,-3.2,1.03,0.18,-0.04
2438,12.185,12.185,12.300079,0.001391,0,0,-0.2,-10.8,-3,1.03,0.19,-0.04
2439,12.19,12.19,12.305151,0.001464,0,0,-0.3,-10.9,-3.3,1.03,0.2,-0.04
2440,12.195,12.195,12.311055,0.002367,0,0,-0.4,-10.9,-3.4,1.03,0.2,-0.04
2441,12.2,12.200001,12.316024,0.002336,9.999999992516e-07,0,-0.3,-10.8,-3.7,1.03,0.2,-0.05
2442,12.205,12.205,12.320111,0.001424,0,0,-0.4,-10.7,-3.6,1.03,0.2,-0.05
2443,12.21,12.21,12.326028,0.002341,0,0,-0.4,-10.7,-3.5,1.03,0.19,-0.05
2444,12.215,12.215,12.331014,0.002327,0,0,-0.4,-10.7,-3.2,1.04,0.19,-0.05
2445,12.22,12.22,12.335014,0.001327,0,0,-0.4,-10.9,-2.9,1.04,0.19,-0.05
2446,12.225,12.225,12.341105,0.002417,0,0,-0.3,-10.8,-2.6,1.04,0.18,-0.04
2447,12.23,12.23,12.346052,0.002365,0,0,-0.2,-10.7,-1.8,1.05,0.16,-0.04
2448,12.235,12.235,12.350105,0.001417,0,0,-0.3,-10.7,-2.8,1.04,0.18,-0.04
2449,12.24,12.24,12.355148,0.001462,0,0,-0.4,-10.7,-2.8,1.04,0.19,-0.04
2450,12.245,12.245001,12.361024,0.002336,9.999999992516e-07,0,-0.4,-10.7,-2.4,1.05,0.18,-0.04
2451,12.25,12.25,12.365005,0.001318,0,0,-0.4,-10.7,-3,1.05,0.18,-0.05
2452,12.255,12.255,12.370057,0.00137,0,0,-0.3,-10.7,-2.8,1.04,0.18,-0.04
2453,12.26,12.26,12.376083,0.002395,0,0,-0.3,-10.7,-2.3,1.05,0.17,-0.04
2454,12.265,12.265,12.38102,0.002333,0,0,-0.4,-10.7,-2.4,1.04,0.18,-0.04
2455,12.27,12.27,12.385002,0.001315,0,0,-0.4,-10.7,-2.9,1.04,0.18,-0.04
2456,12.275,12.275,12.391097,0.00241,0,0,-0.4,-10.8,-2.7,1.04,0.18,-0.04
2457,12.28,12.280001,12.396081,0.002393,9.999999992516e-07,0,-0.4,-10.7,-3.3,1.03,0.18,-0.04
2458,12.285,12.285,12.400126,0.00144,0,0,-0.3,-10.7,-2.8,1.04,0.18,-0.04
2459,12.29,12.290001,12.405124,0.001435,9.999999992516e-07,0,-0.4,-10.7,-2.9,1.04,0.19,-0.04
2460,12.295,12.295,12.411047,0.002359,0,0,-0.3,-10.8,-2.9,1.04,0.18,-0.04
2461,12.3,12.3,12.415011,0.001324,0,0,-0.4,-10.8,-3.1,1.04,0.18,-0.04
2462,12.305,12.305,12.420022,0.001335,0,0,-0.3,-10.8,-2.3,1.04,0.17,-0.04
2463,12.31,12.31,12.426067,0.00238,0,0,-0.3,-10.9,-2.2,1.04,0.17,-0.04
2464,12.315,12.315,12.431055,0.002368,0,0,-0.2,-10.7,-3.1,1.04,0.17,-0.04
2465,12.32,12.32,12.435094,0.001406,0,0,-0.2,-10.8,-3.6,1.03,0.18,-0.05
2466,12.325,12.325001,12.4402,0.001513,9.999999992516e-07,0,-0.3,-10.7,-3.7,1.03,0.18,-0.04
2467,12.33,12.33,12.446118,0.002431,0,0,-0.3,-10.7,-3.3,1.03,0.18,-0.04
2468,12.335,12.335,12.450042,0.001355,0,0,-0.5,-10.8,-3.5,1.04,0.19,-0.04
2469,12.34,12.34,12.455029,0.001341,0,0,-0.5,-10.7,-2.9,1.04,0.18,-0.04
2470,12.345,12.345,12.461061,0.002373,0,0,-0.5,-10.8,-3.3,1.04,0.19,-0.04
2471,12.35,12.35,12.46601,0.002323,0,0,-0.5,-10.8,-3,1.04,0.18,-0.04
2472,12.355,12.355,12.470016,0.001329,0,0,-0.4,-10.8,-2.8,1.04,0.18,-0.04
2473,12.36,12.36,12.476065,0.002376,0,0,-0.4,-10.7,-3.4,1.04,0.19,-0.04
2474,12.365,12.365,12.481057,0.00237,0,0,-0.4,-10.7,-2.6,1.04,0.18,-0.04
2475,12.37,12.370001,12.485042,0.001353,9.999999992516e-07,0,-0.4,-10.8,-2.8,1.03,0.18,-0.04
2476,12.375,12.375,12.490089,0.001402,0,0,-0.3,-10.8,-2.3,1.05,0.18,-0.04
2477,12.38,12.38,12.496015,0.002328,0,0,-0.4,-10.8,-3.1,1.04,0.19,-0.04
2478,12.385,12.385,12.500123,0.001436,0,0,-0.4,-10.8,-2.3,1.05,0.18,-0.04
2479,12.39,12.39,12.505059,0.001373,0,0,-0.2,-10.8,-2.5,1.04,0.17,-0.04
2480,12.395,12.395,12.511105,0.002417,0,0,-0.1,-10.8,-2.8,1.04,0.17,-0.04
2481,12.4,12.4,12.516074,0.002388,0,0,-0.2,-10.7,-2.6,1.04,0.17,-0.04
2482,12.405,12.405001,12.520033,0.001343,9.999999992516e-07,0,-0.3,-10.7,-2.4,1.04,0.17,-0.03
2483,12.41,12.41,12.52523,0.001542,0,0,-0.3,-10.7,-2.3,1.04,0.17,-0.03
2484,12.415,12.415001,12.531095,0.002408,9.999999992516e-07,0,-0.3,-10.8,-2.8,1.04,0.18,-0.04
2485,12.42,12.42,12.535078,0.001391,0,0,-0.5,-10.7,-3.8,1.03,0.19,-0.05
2486,12.425,12.425,12.540065,0.001378,0,0,-0.4,-10.8,-3.3,1.04,0.2,-0.04
2487,12.43,12.43,12.546078,0.00239,0,0,-0.4,-10.8,-2.7,1.04,0.19,-0.04
2488,12.435,12.435,12.551029,0.002342,0,0,-0.3,-10.8,-3.3,1.04,0.19,-0.04
2489,12.44,12.44,12.555016,0.001329,0,0,-0.4,-10.9,-3,1.04,0.19,-0.05
2490,12.445,12.445,12.561025,0.002337,0,0,-0.3,-10.9,-2.8,1.04,0.19,-0.04
2491,12.45,12.450001,12.566015,0.002326,9.999999992516e-07,0,-0.4,-10.8,-2.7,1.05,0.18,-0.04
2492,12.455,12.455,12.570189,0.001502,0,0,-0.2,-10.7,-2.7,1.05,0.18,-0.04
2493,12.46,12.46,12.575043,0.001356,0,0,-0.2,-10.7,-2.5,1.05,0.18,-0.04
2494,12.465,12.465,12.581097,0.00241,0,0,-0.2,-10.7,-2.6,1.04,0.18,-0.03
2495,12.47,12.47,12.58604,0.002352,0,0,-0.2,-10.7,-2.8,1.04,0.19,-0.04
2496,12.475,12.475,12.590004,0.001317,0,0,-0.3,-10.8,-3.1,1.04,0.19,-0.04
2497,12.48,12.48,12.595134,0.001447,0,0,-0.3,-10.8,-3.5,1.04,0.19,-0.05
2498,12.485,12.485,12.601187,0.002501,0,0,-0.4,-10.8,-3.7,1.04,0.19,-0.05
2499,12.49,12.49,12.606138,0.002451,0,0,-0.5,-10.8,-3.3,1.04,0.19,-0.05
2500,12.495,12.495001,12.61008,0.001391,9.999999992516e-07,0,-0.5,-10.7,-3.1,1.04,0.19,-0.04
2501,12.5,12.5,12.616071,0.002384,0,0,-0.5,-10.8,-3.4,1.04,0.19,-0.04
2502,12.505,12.505,12.621084,0.002397,0,0,-0.7,-10.8,-3.4,1.04,0.2,-0.04
2503,12.51,12.51,12.625024,0.001337,0,0,-0.5,-10.8,-3.3,1.03,0.2,-0.04
