sequence,scheduledTimeSec,readStartTimeSec,sampleTimeSec,readDurationSec,startLatenessSec,deadlineMiss,Fx_N,Fy_N,Fz_N,Tx_Nm,Ty_Nm,Tz_Nm
1,0,0.000152,0.114902,0.016233,0.000152,1,-0.5,-10.6,-2.6,1.03,0.16,-0.05
2,0.005,0.027412,0.140392,0.014514,0.022412,1,-0.1,-10.6,-2.1,1.03,0.17,-0.03
3,0.01,0.042173,0.147898,0.007314,0.032173,1,-0.4,-10.7,-2.3,1.04,0.18,-0.04
4,0.015,0.049636,0.164193,0.016153,0.034636,1,-0.2,-10.6,-1.7,1.03,0.17,-0.03
5,0.02,0.066285,0.173166,0.008282,0.046285,1,-0.3,-10.8,-2.8,1.04,0.2,-0.02
6,0.025,0.076908,0.180493,0.005224,0.051908,1,-0.5,-10.7,-2.3,1.04,0.18,-0.03
7,0.03,0.082176,0.185318,0.004782,0.052176,1,-0.5,-10.6,-2.4,1.04,0.17,-0.04
8,0.035,0.087009,0.188751,0.003382,0.052009,1,-0.5,-10.7,-2.8,1.03,0.16,-0.05
9,0.04,0.090433,0.192717,0.003923,0.050433,1,-0.5,-10.7,-2.6,1.04,0.16,-0.05
10,0.045,0.0944,0.195857,0.003096,0.0494,1,-0.6,-10.8,-2.6,1.04,0.17,-0.05
11,0.05,0.09753,0.199046,0.003156,0.04753,1,-0.6,-10.8,-2.5,1.04,0.17,-0.05
12,0.055,0.100724,0.201002,0.001917,0.045724,1,-0.7,-10.8,-2.7,1.04,0.18,-0.05
13,0.06,0.10267,0.202912,0.001881,0.04267,1,-0.6,-10.9,-2.5,1.05,0.18,-0.05
14,0.065,0.104578,0.204977,0.002037,0.039578,1,-0.5,-10.8,-2.3,1.05,0.16,-0.04
15,0.07,0.10663,0.207464,0.002472,0.03663,1,-0.4,-10.9,-2.2,1.04,0.16,-0.04
16,0.075,0.109115,0.208875,0.001398,0.034115,1,-0.5,-10.8,-2.2,1.04,0.17,-0.04
17,0.08,0.110526,0.210276,0.001388,0.030526,1,-0.4,-10.8,-1.9,1.04,0.17,-0.04
18,0.085,0.111926,0.212731,0.002444,0.026926,1,-0.5,-10.8,-1.5,1.04,0.16,-0.04
19,0.09,0.114382,0.215191,0.002448,0.024382,1,-0.5,-10.9,-1.7,1.04,0.16,-0.03
20,0.095,0.116844,0.216708,0.001502,0.021844,1,-0.4,-10.9,-2,1.03,0.17,-0.04
21,0.1,0.118363,0.219314,0.00259,0.018363,1,-0.4,-10.8,-1.8,1.03,0.16,-0.04
22,0.105,0.12098,0.220973,0.001631,0.01598,1,-0.4,-10.8,-1.9,1.03,0.16,-0.04
23,0.11,0.12263,0.223629,0.002638,0.01263,1,-0.4,-10.7,-2.1,1.02,0.16,-0.04
24,0.115,0.12529,0.225309,0.001657,0.01029,1,-0.5,-10.8,-2.7,1.02,0.17,-0.05
25,0.12,0.126966,0.226778,0.00145,0.006966,1,-0.6,-10.8,-2.2,1.03,0.16,-0.05
26,0.125,0.128432,0.229174,0.00238,0.00343199999999999,1,-0.6,-10.8,-2.6,1.03,0.18,-0.05
27,0.13,0.130826,0.230591,0.001403,0.000825999999999993,0,-0.5,-10.8,-2.4,1.03,0.17,-0.05
28,0.135,0.135016,0.234882,0.001503,1.59999999999882e-05,0,-0.4,-10.9,-2.6,1.03,0.18,-0.05
29,0.14,0.14,0.240835,0.002473,0,0,-0.3,-10.9,-3.3,1.03,0.2,-0.05
30,0.145,0.145,0.244815,0.001454,0,0,-0.5,-10.9,-3.5,1.02,0.22,-0.04
31,0.15,0.15,0.249915,0.001553,0,0,-0.5,-10.8,-2.9,1.04,0.2,-0.04
32,0.155,0.155,0.255838,0.002477,0,0,-0.5,-10.8,-3.2,1.03,0.21,-0.04
33,0.16,0.16,0.260758,0.002396,0,0,-0.5,-10.7,-2.9,1.04,0.2,-0.04
34,0.165,0.165,0.264894,0.001532,0,0,-0.3,-10.7,-2.5,1.04,0.18,-0.04
35,0.17,0.17,0.270822,0.00246,0,0,-0.5,-10.6,-2.7,1.03,0.19,-0.04
36,0.175,0.175001,0.275763,0.0024,9.99999999973245e-07,0,-0.5,-10.7,-2.6,1.03,0.19,-0.04
37,0.18,0.18,0.279807,0.001445,0,0,-0.4,-10.8,-2.7,1.03,0.19,-0.04
38,0.185,0.185,0.284984,0.001622,0,0,-0.3,-10.8,-2.3,1.04,0.19,-0.03
39,0.19,0.19,0.290861,0.002499,0,0,-0.3,-10.8,-2.4,1.04,0.19,-0.03
40,0.195,0.195,0.294738,0.001376,0,0,-0.1,-10.7,-1.8,1.05,0.17,-0.02
41,0.2,0.2,0.299823,0.001461,0,0,-0.2,-10.6,-2.2,1.04,0.18,-0.03
42,0.205,0.205002,0.305956,0.002594,1.99999999997424e-06,0,-0.2,-10.6,-1.9,1.03,0.17,-0.03
43,0.21,0.21,0.309767,0.001405,0,0,-0.2,-10.6,-1.8,1.04,0.16,-0.04
44,0.215,0.215,0.314767,0.001405,0,0,-0.2,-10.5,-2.1,1.04,0.15,-0.04
45,0.22,0.22,0.320763,0.002402,0,0,-0.3,-10.5,-1.8,1.04,0.15,-0.04
46,0.225,0.225,0.325784,0.002422,0,0,-0.3,-10.6,-2.3,1.04,0.16,-0.04
47,0.23,0.23,0.32983,0.001468,0,0,-0.3,-10.6,-2.2,1.04,0.17,-0.04
48,0.235,0.235001,0.334867,0.001504,9.99999999973245e-07,0,-0.3,-10.6,-1.5,1.04,0.15,-0.04
49,0.24,0.24,0.340794,0.002432,0,0,-0.2,-10.6,-1.5,1.04,0.15,-0.04
50,0.245,0.245,0.344801,0.001439,0,0,-0.3,-10.6,-1.6,1.04,0.16,-0.04
51,0.25,0.25,0.349871,0.001509,0,0,-0.5,-10.8,-1.9,1.04,0.18,-0.04
52,0.255,0.255,0.355773,0.002411,0,0,-0.5,-10.8,-2.1,1.04,0.18,-0.04
53,0.26,0.26,0.360878,0.002516,0,0,-0.5,-10.8,-1.5,1.04,0.16,-0.04
54,0.265,0.265,0.364916,0.001554,0,0,-0.6,-10.8,-1.8,1.03,0.18,-0.04
55,0.27,0.27,0.369971,0.001609,0,0,-0.5,-10.7,-1.4,1.04,0.17,-0.04
56,0.275,0.275,0.375773,0.002411,0,0,-0.4,-10.7,-1.9,1.04,0.17,-0.04
57,0.28,0.28,0.380128,0.001768,0,0,-0.2,-10.8,-2.3,1.04,0.19,-0.04
58,0.285,0.285002,0.384981,0.001617,1.99999999994649e-06,0,-0.3,-10.8,-2.4,1.04,0.19,-0.04
59,0.29,0.29,0.390834,0.002472,0,0,-0.3,-10.8,-3.1,1.04,0.2,-0.04
60,0.295,0.295,0.394845,0.001483,0,0,-0.4,-10.7,-2.6,1.04,0.2,-0.04
61,0.3,0.300045,0.400171,0.001764,4.50000000000172e-05,0,-0.3,-10.6,-1.5,1.04,0.17,-0.03
62,0.305,0.305,0.406117,0.002755,0,0,-0.3,-10.6,-1.8,1.04,0.17,-0.03
63,0.31,0.31,0.409921,0.001558,0,0,-0.3,-10.7,-2.2,1.04,0.17,-0.04
64,0.315,0.315,0.414925,0.001563,0,0,-0.3,-10.7,-1.6,1.04,0.16,-0.03
65,0.32,0.32,0.420815,0.002453,0,0,-0.4,-10.7,-1.8,1.04,0.17,-0.03
66,0.325,0.325,0.424788,0.001426,0,0,-0.4,-10.7,-2.1,1.04,0.18,-0.03
67,0.33,0.33,0.429775,0.001413,0,0,-0.3,-10.6,-1.3,1.04,0.16,-0.02
68,0.335,0.335002,0.435763,0.0024,2.000000000002e-06,0,-0.5,-10.7,-1.9,1.04,0.18,-0.03
69,0.34,0.34,0.440793,0.002431,0,0,-0.4,-10.6,-1.8,1.04,0.17,-0.04
70,0.345,0.345001,0.444752,0.001389,9.99999999973245e-07,0,-0.5,-10.6,-1.5,1.04,0.17,-0.04
71,0.35,0.350001,0.450779,0.002415,9.99999999973245e-07,0,-0.5,-10.7,-1.5,1.04,0.16,-0.04
72,0.355,0.355,0.455792,0.00243,0,0,-0.6,-10.7,-2.2,1.03,0.17,-0.04
73,0.36,0.36,0.459739,0.001377,0,0,-0.5,-10.8,-1.6,1.04,0.17,-0.04
74,0.365,0.365,0.464786,0.001424,0,0,-0.3,-10.7,-1.6,1.04,0.16,-0.04
75,0.37,0.37,0.470783,0.002421,0,0,-0.5,-10.7,-1.7,1.04,0.16,-0.04
76,0.375,0.375,0.474724,0.001362,0,0,-0.5,-10.7,-2.7,1.03,0.19,-0.05
77,0.38,0.38,0.479769,0.001406,0,0,-0.6,-10.7,-2.8,1.03,0.19,-0.04
78,0.385,0.385,0.485775,0.002413,0,0,-0.5,-10.8,-2.6,1.03,0.18,-0.04
79,0.39,0.39,0.490826,0.002464,0,0,-0.4,-10.7,-2.6,1.03,0.18,-0.04
80,0.395,0.395,0.494754,0.001392,0,0,-0.4,-10.7,-2.7,1.03,0.18,-0.04
81,0.4,0.4,0.4998,0.001438,0,0,-0.4,-10.7,-2.3,1.04,0.18,-0.04
82,0.405,0.405,0.505763,0.002401,0,0,-0.3,-10.7,-1.1,1.04,0.16,-0.03
83,0.41,0.410002,0.510813,0.002449,1.99999999994649e-06,0,-0.4,-10.8,-1.4,1.05,0.17,-0.03
84,0.415,0.415001,0.514864,0.001501,9.99999999973245e-07,0,-0.2,-10.7,-2.2,1.04,0.18,-0.04
85,0.42,0.42,0.519938,0.001576,0,0,-0.3,-10.7,-2.8,1.03,0.18,-0.04
86,0.425,0.425,0.525798,0.002436,0,0,-0.2,-10.6,-3,1.03,0.18,-0.04
87,0.43,0.43,0.529759,0.001397,0,0,-0.3,-10.8,-2.7,1.03,0.19,-0.04
88,0.435,0.435,0.534754,0.001392,0,0,-0.1,-10.6,-2.7,1.03,0.18,-0.03
89,0.44,0.44,0.540798,0.002436,0,0,-0.1,-10.6,-2.2,1.04,0.17,-0.04
90,0.445,0.445,0.545766,0.002404,0,0,-0.4,-10.7,-2.8,1.03,0.19,-0.04
91,0.45,0.45,0.549727,0.001365,0,0,-0.3,-10.7,-2.5,1.03,0.17,-0.04
92,0.455,0.455,0.555764,0.002402,0,0,-0.3,-10.7,-2.4,1.03,0.17,-0.04
93,0.46,0.46,0.560768,0.002406,0,0,-0.4,-10.7,-2.3,1.03,0.18,-0.04
94,0.465,0.465,0.56472,0.001358,0,0,-0.3,-10.7,-2.5,1.03,0.17,-0.04
95,0.47,0.470001,0.569792,0.001429,9.99999999973245e-07,0,-0.4,-10.7,-2.5,1.03,0.18,-0.04
96,0.475,0.475001,0.575803,0.00244,9.99999999973245e-07,0,-0.5,-10.7,-2.2,1.04,0.17,-0.04
97,0.48,0.48,0.58074,0.002378,0,0,-0.4,-10.7,-2.1,1.04,0.18,-0.04
98,0.485,0.485,0.584734,0.001372,0,0,-0.5,-10.7,-1.9,1.04,0.17,-0.04
99,0.49,0.49,0.589908,0.001546,0,0,-0.5,-10.7,-1.5,1.05,0.17,-0.04
100,0.495,0.495,0.595767,0.002405,0,0,-0.6,-10.7,-1.8,1.04,0.18,-0.04
101,0.5,0.5,0.60073,0.002369,0,0,-0.5,-10.7,-1.6,1.04,0.17,-0.04
102,0.505,0.505,0.604767,0.001405,0,0,-0.5,-10.7,-2.2,1.04,0.18,-0.04
103,0.51,0.51,0.610753,0.002391,0,0,-0.4,-10.6,-2.4,1.03,0.17,-0.04
104,0.515,0.515,0.615759,0.002397,0,0,-0.5,-10.7,-3.1,1.03,0.19,-0.04
105,0.52,0.52,0.619728,0.001366,0,0,-0.5,-10.7,-2.7,1.03,0.19,-0.04
106,0.525,0.525,0.624757,0.001396,0,0,-0.6,-10.7,-2.2,1.03,0.19,-0.04
107,0.53,0.53,0.630807,0.002445,0,0,-0.4,-10.7,-2,1.03,0.17,-0.04
108,0.535,0.535,0.635747,0.002386,0,0,-0.5,-10.7,-2.1,1.03,0.17,-0.04
109,0.54,0.54,0.639753,0.001391,0,0,-0.5,-10.8,-2.1,1.04,0.18,-0.04
110,0.545,0.545,0.644829,0.001467,0,0,-0.4,-10.7,-2,1.04,0.18,-0.03
111,0.55,0.55,0.650754,0.002392,0,0,-0.4,-10.7,-2.4,1.04,0.19,-0.03
112,0.555,0.555,0.654732,0.00137,0,0,-0.3,-10.7,-2.2,1.04,0.17,-0.03
113,0.56,0.56,0.659745,0.001383,0,0,-0.3,-10.7,-2.8,1.03,0.18,-0.03
114,0.565,0.565001,0.664804,0.001442,9.99999999917733e-07,0,-0.5,-10.8,-3.5,1.03,0.19,-0.04
115,0.57,0.570001,0.670762,0.002399,9.99999999917733e-07,0,-0.6,-10.7,-3.7,1.03,0.2,-0.04
116,0.575,0.575001,0.675746,0.002384,9.99999999917733e-07,0,-0.4,-10.7,-3.2,1.03,0.19,-0.04
117,0.58,0.58,0.679729,0.001367,0,0,-0.3,-10.7,-3.1,1.03,0.18,-0.04
118,0.585,0.585,0.684897,0.001534,0,0,-0.4,-10.7,-2.9,1.03,0.18,-0.04
119,0.59,0.59,0.690837,0.002475,0,0,-0.3,-10.7,-2.9,1.03,0.19,-0.04
120,0.595,0.595,0.694781,0.001419,0,0,-0.4,-10.7,-2.1,1.04,0.18,-0.03
121,0.6,0.6,0.699798,0.001436,0,0,-0.4,-10.7,-2.4,1.04,0.18,-0.04
122,0.605,0.605,0.705806,0.002444,0,0,-0.4,-10.8,-2,1.04,0.17,-0.04
123,0.61,0.61,0.709781,0.001419,0,0,-0.4,-10.7,-1.9,1.04,0.17,-0.04
124,0.615,0.615,0.714855,0.001493,0,0,-0.4,-10.7,-2.5,1.04,0.18,-0.04
125,0.62,0.62,0.720792,0.00243,0,0,-0.4,-10.6,-1.8,1.04,0.17,-0.04
126,0.625,0.625,0.725784,0.002421,0,0,-0.4,-10.7,-2.4,1.04,0.18,-0.04
127,0.63,0.63,0.729753,0.001391,0,0,-0.4,-10.7,-2.5,1.04,0.18,-0.04
128,0.635,0.635,0.734829,0.001467,0,0,-0.3,-10.7,-2.8,1.03,0.18,-0.05
129,0.64,0.64,0.740775,0.002413,0,0,-0.2,-10.7,-2.2,1.03,0.17,-0.04
130,0.645,0.645,0.744737,0.001375,0,0,0,-10.6,-2,1.03,0.16,-0.04
131,0.65,0.65,0.750787,0.002425,0,0,-0.1,-10.7,-2.1,1.03,0.17,-0.03
132,0.655,0.655,0.755765,0.002403,0,0,-0.2,-10.8,-2.1,1.04,0.18,-0.03
133,0.66,0.66,0.759756,0.001394,0,0,-0.2,-10.7,-2.2,1.04,0.18,-0.03
134,0.665,0.665,0.764931,0.001569,0,0,-0.3,-10.7,-1.7,1.04,0.17,-0.03
135,0.67,0.67,0.770981,0.002621,0,0,-0.4,-10.8,-2.5,1.03,0.19,-0.03
136,0.675,0.675,0.775853,0.002491,0,0,-0.4,-10.8,-2.3,1.03,0.18,-0.03
137,0.68,0.68,0.779762,0.0014,0,0,-0.4,-10.9,-2.4,1.04,0.18,-0.04
138,0.685,0.685,0.785785,0.002423,0,0,-0.3,-10.8,-2.5,1.04,0.19,-0.04
139,0.69,0.690001,0.790761,0.002398,9.99999999917733e-07,0,-0.1,-10.8,-2.6,1.03,0.18,-0.04
140,0.695,0.695001,0.795003,0.00164,9.99999999917733e-07,0,-0.5,-10.7,-2.7,1.03,0.19,-0.04
141,0.7,0.700001,0.800828,0.002465,9.99999999917733e-07,0,-0.6,-10.7,-2.7,1.04,0.19,-0.04
142,0.705,0.705,0.805766,0.002404,0,0,-0.5,-10.7,-2.3,1.03,0.18,-0.04
143,0.71,0.71,0.809754,0.001392,0,0,-0.5,-10.7,-2.3,1.04,0.18,-0.04
144,0.715,0.715,0.814871,0.001509,0,0,-0.5,-10.6,-2.7,1.03,0.18,-0.04
145,0.72,0.72,0.820808,0.002446,0,0,-0.5,-10.7,-2.7,1.03,0.18,-0.04
146,0.725,0.725,0.824761,0.001399,0,0,-0.5,-10.7,-2.6,1.03,0.18,-0.04
147,0.73,0.73,0.829886,0.001524,0,0,-0.4,-10.7,-2.8,1.03,0.18,-0.04
148,0.735,0.735,0.8358,0.002438,0,0,-0.3,-10.7,-1.9,1.04,0.16,-0.03
149,0.74,0.74,0.839752,0.00139,0,0,-0.4,-10.7,-1.7,1.04,0.17,-0.04
150,0.745,0.745,0.844746,0.001384,0,0,-0.4,-10.8,-2.8,1.03,0.18,-0.04
151,0.75,0.75,0.850767,0.002405,0,0,-0.5,-10.7,-2.7,1.03,0.18,-0.04
152,0.755,0.755,0.855754,0.002391,0,0,-0.4,-10.7,-2.8,1.03,0.17,-0.04
153,0.76,0.76,0.859726,0.001364,0,0,-0.4,-10.8,-2.5,1.03,0.17,-0.04
154,0.765,0.765,0.865755,0.002393,0,0,-0.5,-10.7,-2.3,1.04,0.17,-0.04
155,0.77,0.77,0.87072,0.002358,0,0,-0.6,-10.8,-2.6,1.03,0.18,-0.04
156,0.775,0.775,0.874725,0.001363,0,0,-0.5,-10.8,-3.3,1.03,0.19,-0.04
157,0.78,0.78,0.880732,0.00237,0,0,-0.3,-10.7,-3.3,1.03,0.19,-0.04
158,0.785,0.785,0.885888,0.002526,0,0,-0.4,-10.8,-2.7,1.03,0.18,-0.04
159,0.79,0.79,0.889737,0.001375,0,0,-0.3,-10.7,-2.3,1.04,0.17,-0.04
160,0.795,0.795,0.89484,0.001478,0,0,-0.3,-10.7,-2.4,1.04,0.17,-0.04
161,0.8,0.8,0.900873,0.002511,0,0,-0.2,-10.6,-2.3,1.04,0.16,-0.04
162,0.805,0.805,0.905759,0.002397,0,0,-0.2,-10.7,-1.8,1.04,0.16,-0.03
163,0.81,0.81,0.909758,0.001396,0,0,-0.2,-10.6,-1.8,1.04,0.16,-0.03
164,0.815,0.815001,0.915755,0.002392,9.99999999917733e-07,0,-0.5,-10.8,-2.1,1.04,0.18,-0.03
165,0.82,0.820001,0.920887,0.002524,9.99999999917733e-07,0,-0.4,-10.8,-2.1,1.04,0.18,-0.04
166,0.825,0.825001,0.924766,0.001403,9.99999999917733e-07,0,-0.5,-10.8,-2.3,1.04,0.18,-0.04
167,0.83,0.830001,0.929846,0.001483,9.99999999917733e-07,0,-0.5,-10.8,-1.9,1.04,0.18,-0.04
168,0.835,0.835,0.9358,0.002438,0,0,-0.6,-10.8,-2.6,1.03,0.19,-0.04
169,0.84,0.84,0.939929,0.001567,0,0,-0.7,-10.8,-2.5,1.03,0.2,-0.04
170,0.845,0.845,0.944743,0.001381,0,0,-0.7,-10.8,-1.7,1.05,0.18,-0.04
171,0.85,0.85,0.950951,0.002589,0,0,-0.6,-10.9,-2.2,1.04,0.18,-0.04
172,0.855,0.855,0.95475,0.001388,0,0,-0.5,-10.8,-2.2,1.04,0.18,-0.04
173,0.86,0.86,0.959742,0.001381,0,0,-0.5,-10.8,-1.9,1.04,0.18,-0.04
174,0.865,0.865,0.965757,0.002395,0,0,-0.4,-10.8,-2.6,1.03,0.18,-0.04
175,0.87,0.87,0.97074,0.002378,0,0,-0.5,-10.8,-2.8,1.03,0.19,-0.04
176,0.875,0.875,0.974742,0.00138,0,0,-0.3,-10.8,-2.3,1.03,0.18,-0.03
177,0.88,0.88,0.979889,0.001527,0,0,-0.4,-10.7,-2.4,1.04,0.18,-0.04
178,0.885,0.885,0.985809,0.002447,0,0,-0.5,-10.7,-2.5,1.04,0.19,-0.04
179,0.89,0.89,0.989786,0.001424,0,0,-0.5,-10.6,-2.3,1.04,0.18,-0.03
180,0.895,0.895,0.995765,0.002403,0,0,-0.5,-10.6,-2.6,1.03,0.18,-0.04
181,0.9,0.9,0.999734,0.001373,0,0,-0.4,-10.6,-2.1,1.04,0.18,-0.03
182,0.905,0.905,1.004834,0.001472,0,0,-0.4,-10.7,-2.1,1.04,0.17,-0.03
183,0.91,0.91,1.010752,0.00239,0,0,-0.3,-10.8,-1.8,1.04,0.17,-0.03
184,0.915,0.915,1.014772,0.00141,0,0,-0.5,-10.8,-2.2,1.04,0.18,-0.03
185,0.92,0.92,1.019744,0.001382,0,0,-0.4,-10.7,-2.4,1.03,0.18,-0.03
186,0.925,0.925,1.02582,0.002458,0,0,-0.5,-10.8,-3,1.03,0.2,-0.04
187,0.93,0.93,1.030804,0.002442,0,0,-0.4,-10.8,-2.4,1.04,0.19,-0.04
188,0.935,0.935,1.034815,0.001453,0,0,-0.2,-10.8,-2.2,1.04,0.18,-0.03
189,0.94,0.940001,1.039782,0.001419,9.99999999917733e-07,0,-0.2,-10.8,-2.6,1.03,0.18,-0.04
190,0.945,0.945001,1.045838,0.002475,9.99999999917733e-07,0,-0.3,-10.7,-2.5,1.04,0.19,-0.04
191,0.95,0.950001,1.049709,0.001346,9.99999999917733e-07,0,-0.4,-10.7,-2.3,1.04,0.18,-0.04
192,0.955,0.955001,1.055006,0.001643,9.99999999917733e-07,0,-0.5,-10.6,-1.9,1.04,0.18,-0.04
193,0.96,0.96,1.060765,0.002403,0,0,-0.5,-10.7,-2.1,1.05,0.18,-0.04
194,0.965,0.965,1.064891,0.001529,0,0,-0.4,-10.7,-2.1,1.05,0.17,-0.04
195,0.97,0.97,1.069793,0.001431,0,0,-0.5,-10.7,-2.3,1.04,0.18,-0.04
196,0.975,0.975,1.075842,0.00248,0,0,-0.5,-10.6,-2,1.04,0.18,-0.04
197,0.98,0.98,1.080801,0.002439,0,0,-0.5,-10.7,-2.3,1.04,0.18,-0.04
198,0.985,0.985,1.084899,0.001537,0,0,-0.4,-10.8,-2.3,1.04,0.18,-0.04
199,0.99,0.99,1.090795,0.002433,0,0,-0.4,-10.8,-2,1.04,0.18,-0.04
200,0.995,0.995,1.095988,0.002626,0,0,-0.6,-10.8,-2.3,1.04,0.19,-0.04
201,1,1,1.099794,0.001433,0,0,-0.6,-10.9,-2.8,1.04,0.19,-0.04
202,1.005,1.005001,1.104859,0.001496,9.99999999917733e-07,0,-0.5,-10.8,-2.7,1.04,0.19,-0.04
203,1.01,1.01,1.110804,0.002443,0,0,-0.4,-10.7,-2.6,1.04,0.18,-0.04
204,1.015,1.015001,1.114756,0.001394,9.99999999917733e-07,0,-0.4,-10.7,-2.8,1.03,0.19,-0.04
205,1.02,1.02,1.119739,0.001377,0,0,-0.4,-10.8,-2.2,1.04,0.18,-0.04
206,1.025,1.025,1.125796,0.002434,0,0,-0.6,-10.7,-2.5,1.04,0.19,-0.04
207,1.03,1.03,1.130784,0.002422,0,0,-0.5,-10.8,-2.4,1.04,0.19,-0.04
208,1.035,1.035,1.13476,0.001398,0,0,-0.5,-10.7,-2.3,1.04,0.19,-0.04
209,1.04,1.04,1.140093,0.001731,0,0,-0.5,-10.8,-1.8,1.05,0.18,-0.04
210,1.045,1.045,1.1458,0.002438,0,0,-0.5,-10.8,-1.9,1.04,0.18,-0.04
211,1.05,1.050001,1.14991,0.001547,9.99999999917733e-07,0,-0.4,-10.8,-1.9,1.04,0.17,-0.03
212,1.055,1.055,1.154865,0.001502,0,0,-0.5,-10.8,-2.2,1.04,0.18,-0.03
213,1.06,1.06,1.160896,0.002534,0,0,-0.3,-10.8,-2.5,1.03,0.18,-0.03
214,1.065,1.065,1.164807,0.001445,0,0,-0.2,-10.7,-2.3,1.04,0.17,-0.03
215,1.07,1.07,1.169842,0.00148,0,0,-0.3,-10.8,-2.1,1.04,0.17,-0.03
216,1.075,1.075,1.175852,0.00249,0,0,-0.3,-10.7,-1.9,1.04,0.17,-0.03
217,1.08,1.08,1.179761,0.001399,0,0,-0.5,-10.8,-2.1,1.04,0.18,-0.03
218,1.085,1.085,1.185785,0.002423,0,0,-0.5,-10.7,-2.1,1.04,0.18,-0.04
219,1.09,1.09,1.189742,0.00138,0,0,-0.5,-10.8,-2.7,1.04,0.18,-0.04
220,1.095,1.095,1.194779,0.001418,0,0,-0.3,-10.7,-2.5,1.03,0.18,-0.04
221,1.1,1.1,1.200748,0.002386,0,0,-0.4,-10.7,-3,1.03,0.19,-0.05
222,1.105,1.105,1.204823,0.001461,0,0,-0.5,-10.7,-3.5,1.03,0.2,-0.05
223,1.11,1.11,1.209793,0.001431,0,0,-0.4,-10.6,-3.4,1.03,0.18,-0.05
224,1.115,1.115,1.215801,0.00244,0,0,-0.4,-10.7,-3.4,1.03,0.19,-0.05
225,1.12,1.12,1.219755,0.001393,0,0,-0.5,-10.7,-3.2,1.03,0.19,-0.04
226,1.125,1.125,1.224904,0.001542,0,0,-0.4,-10.6,-2.8,1.04,0.18,-0.04
227,1.13,1.130001,1.230787,0.002425,9.99999999917733e-07,0,-0.5,-10.7,-2.7,1.04,0.19,-0.04
228,1.135,1.135,1.235741,0.002379,0,0,-0.5,-10.7,-2.7,1.04,0.19,-0.04
229,1.14,1.140001,1.23987,0.001507,9.99999999917733e-07,0,-0.3,-10.6,-3.1,1.04,0.19,-0.04
230,1.145,1.145,1.245792,0.00243,0,0,-0.4,-10.8,-2.5,1.04,0.18,-0.04
231,1.15,1.150001,1.250892,0.002529,9.99999999917733e-07,0,-0.3,-10.8,-2.8,1.03,0.18,-0.04
232,1.155,1.155,1.255027,0.001665,0,0,-0.2,-10.7,-2.3,1.03,0.17,-0.03
233,1.16,1.16,1.26086,0.002498,0,0,-0.3,-10.8,-2.7,1.03,0.18,-0.04
234,1.165,1.165,1.264752,0.00139,0,0,-0.4,-10.7,-2.6,1.04,0.18,-0.04
235,1.17,1.17,1.269887,0.001525,0,0,-0.4,-10.7,-2.6,1.03,0.18,-0.04
236,1.175,1.175,1.275769,0.002407,0,0,-0.4,-10.7,-2.1,1.03,0.18,-0.03
237,1.18,1.18,1.2809,0.002538,0,0,-0.3,-10.7,-2.3,1.04,0.18,-0.03
238,1.185,1.185,1.284766,0.001404,0,0,-0.1,-10.7,-2.3,1.03,0.17,-0.03
239,1.19,1.19,1.290809,0.002447,0,0,-0.2,-10.7,-1.8,1.04,0.16,-0.03
240,1.195,1.195,1.294731,0.001369,0,0,-0.4,-10.8,-2.3,1.04,0.19,-0.03
241,1.2,1.2,1.30081,0.002448,0,0,-0.6,-10.8,-3.1,1.03,0.2,-0.04
242,1.205,1.205,1.305826,0.002464,0,0,-0.6,-10.7,-2.8,1.03,0.2,-0.04
243,1.21,1.21,1.309775,0.001413,0,0,-0.6,-10.8,-2.8,1.04,0.19,-0.04
244,1.215,1.215,1.315797,0.002435,0,0,-0.4,-10.7,-2.5,1.04,0.18,-0.04
245,1.22,1.22,1.320758,0.002396,0,0,-0.4,-10.7,-2.4,1.04,0.18,-0.04
246,1.225,1.225,1.32471,0.001348,0,0,-0.3,-10.7,-1.8,1.04,0.16,-0.03
247,1.23,1.23,1.329898,0.001536,0,0,-0.4,-10.7,-2.4,1.03,0.17,-0.04
248,1.235,1.235,1.335795,0.002433,0,0,-0.5,-10.7,-2.6,1.04,0.18,-0.04
249,1.24,1.24,1.339787,0.001424,0,0,-0.5,-10.7,-3.3,1.03,0.19,-0.04
250,1.245,1.245,1.34486,0.001498,0,0,-0.4,-10.6,-3.6,1.03,0.19,-0.04
251,1.25,1.25,1.35083,0.002468,0,0,-0.4,-10.7,-3.7,1.03,0.19,-0.04
252,1.255,1.255001,1.35477,0.001407,9.99999999917733e-07,0,-0.4,-10.7,-2.8,1.03,0.18,-0.03
253,1.26,1.26,1.359943,0.001581,0,0,-0.4,-10.6,-2.6,1.04,0.18,-0.04
254,1.265,1.265001,1.365833,0.00247,9.99999999917733e-07,0,-0.4,-10.6,-2.9,1.03,0.18,-0.04
255,1.27,1.27,1.369731,0.001369,0,0,-0.5,-10.7,-3.2,1.03,0.19,-0.04
256,1.275,1.275001,1.374808,0.001445,9.99999999917733e-07,0,-0.4,-10.8,-2.4,1.04,0.18,-0.04
257,1.28,1.28,1.38079,0.002427,0,0,-0.4,-10.8,-2.7,1.04,0.18,-0.04
258,1.285,1.285,1.384737,0.001375,0,0,-0.4,-10.8,-2.3,1.04,0.18,-0.04
