sequence,scheduledTimeSec,readStartTimeSec,sampleTimeSec,readDurationSec,startLatenessSec,deadlineMiss,Fx_N,Fy_N,Fz_N,Tx_Nm,Ty_Nm,Tz_Nm
6604,33.015,33.015,33.1158,0.002438,0,0,-0.4,-10.8,-2.7,1.04,0.19,-0.04
6605,33.02,33.02,33.119792,0.001432,0,0,-0.3,-10.7,-3.5,1.03,0.19,-0.04
6606,33.025,33.025,33.12487,0.001508,0,0,-0.4,-10.7,-2.9,1.04,0.18,-0.04
6607,33.03,33.03,33.130816,0.002455,0,0,-0.2,-10.6,-2.7,1.03,0.18,-0.04
6608,33.035,33.035001,33.134685,0.001322,9.99999997475243e-07,0,-0.2,-10.7,-2.5,1.03,0.18,-0.04
6609,33.04,33.04,33.139768,0.001407,0,0,-0.2,-10.7,-2.4,1.04,0.18,-0.03
6610,33.045,33.045,33.145766,0.002405,0,0,-0.3,-10.8,-2.4,1.04,0.18,-0.03
6611,33.05,33.05,33.150748,0.002386,0,0,-0.3,-10.8,-3.2,1.03,0.19,-0.04
6612,33.055,33.055,33.15474,0.001378,0,0,-0.1,-10.8,-2.4,1.04,0.18,-0.04
6613,33.06,33.06,33.160777,0.002416,0,0,-0.3,-10.8,-2.5,1.04,0.18,-0.04
6614,33.065,33.065,33.165727,0.002366,0,0,-0.3,-10.8,-2.7,1.04,0.19,-0.03
6615,33.07,33.07,33.169751,0.00139,0,0,-0.3,-10.8,-2.8,1.03,0.19,-0.04
6616,33.075,33.075,33.174927,0.001565,0,0,-0.3,-10.8,-3.3,1.03,0.19,-0.04
6617,33.08,33.08,33.180818,0.002456,0,0,-0.5,-10.7,-3.6,1.03,0.2,-0.04
6618,33.085,33.085,33.184678,0.001317,0,0,-0.6,-10.8,-3.6,1.03,0.2,-0.05
6619,33.09,33.09,33.189807,0.001446,0,0,-0.5,-10.6,-3.7,1.03,0.2,-0.05
6620,33.095,33.095,33.195845,0.002484,0,0,-0.5,-10.6,-4.1,1.03,0.21,-0.05
6621,33.1,33.1,33.199748,0.001387,0,0,-0.5,-10.7,-3.5,1.03,0.19,-0.04
6622,33.105,33.105001,33.204865,0.001503,9.99999997475243e-07,0,-0.5,-10.7,-3.4,1.03,0.19,-0.04
6623,33.11,33.110001,33.210868,0.002507,9.99999997475243e-07,0,-0.5,-10.8,-3,1.04,0.19,-0.04
6624,33.115,33.115,33.214771,0.00141,0,0,-0.4,-10.7,-2.9,1.04,0.19,-0.04
6625,33.12,33.12,33.219714,0.001352,0,0,-0.4,-10.7,-3.3,1.03,0.19,-0.04
6626,33.125,33.125,33.225736,0.002376,0,0,-0.4,-10.7,-2.9,1.04,0.19,-0.04
6627,33.13,33.13,33.229724,0.001364,0,0,-0.4,-10.7,-3.2,1.04,0.19,-0.04
6628,33.135,33.135,33.23471,0.001348,0,0,-0.5,-10.7,-3.2,1.04,0.19,-0.04
6629,33.14,33.14,33.240739,0.002378,0,0,-0.3,-10.7,-2.4,1.03,0.18,-0.03
6630,33.145,33.145,33.244695,0.001334,0,0,-0.4,-10.7,-2.8,1.04,0.19,-0.04
6631,33.15,33.15,33.249715,0.001353,0,0,-0.4,-10.7,-2.5,1.04,0.19,-0.04
6632,33.155,33.155,33.255711,0.00235,0,0,-0.5,-10.7,-2.2,1.04,0.19,-0.03
6633,33.16,33.160001,33.26076,0.002398,9.99999997475243e-07,0,-0.5,-10.8,-2.9,1.03,0.2,-0.04
6634,33.165,33.165,33.264801,0.001439,0,0,-0.4,-10.8,-2.8,1.03,0.19,-0.03
6635,33.17,33.170021,33.269916,0.001532,2.09999999967181e-05,0,-0.3,-10.8,-2.6,1.04,0.19,-0.04
6636,33.175,33.175,33.275739,0.002377,0,0,-0.4,-10.9,-2.7,1.04,0.19,-0.04
6637,33.18,33.18,33.279744,0.001383,0,0,-0.4,-11,-3.4,1.03,0.2,-0.04
6638,33.185,33.185,33.28488,0.001519,0,0,-0.4,-10.9,-3.1,1.03,0.19,-0.04
6639,33.19,33.19,33.290793,0.002431,0,0,-0.2,-10.8,-2.3,1.03,0.17,-0.04
6640,33.195,33.195,33.294682,0.00132,0,0,-0.4,-10.8,-2,1.03,0.18,-0.04
6641,33.2,33.2,33.299717,0.001355,0,0,-0.3,-10.8,-2,1.04,0.17,-0.04
6642,33.205,33.205,33.30576,0.002398,0,0,-0.3,-10.8,-2.5,1.04,0.17,-0.04
6643,33.21,33.21,33.30969,0.001329,0,0,-0.2,-10.7,-2.3,1.03,0.17,-0.03
6644,33.215,33.215,33.314693,0.001332,0,0,-0.3,-10.7,-2.6,1.03,0.18,-0.04
6645,33.22,33.22,33.320705,0.002344,0,0,-0.3,-10.7,-2.8,1.03,0.18,-0.04
6646,33.225,33.225,33.325729,0.002368,0,0,-0.2,-10.7,-2.5,1.04,0.18,-0.04
6647,33.23,33.230001,33.329704,0.001342,9.99999997475243e-07,0,-0.4,-10.8,-3.4,1.03,0.2,-0.04
6648,33.235,33.235,33.334729,0.001367,0,0,-0.3,-10.8,-3.2,1.03,0.19,-0.04
6649,33.24,33.24,33.340721,0.002355,0,0,-0.2,-10.7,-3.7,1.03,0.19,-0.04
6650,33.245,33.245,33.344668,0.001307,0,0,-0.2,-10.8,-3.2,1.03,0.19,-0.04
6651,33.25,33.25,33.349687,0.001326,0,0,-0.3,-10.8,-3.1,1.03,0.19,-0.04
6652,33.255,33.255,33.355768,0.002407,0,0,-0.3,-10.8,-2.6,1.03,0.18,-0.04
6653,33.26,33.26,33.360687,0.002326,0,0,-0.4,-10.8,-2.8,1.03,0.18,-0.04
6654,33.265,33.265,33.364711,0.00135,0,0,-0.4,-10.7,-2.5,1.04,0.18,-0.04
6655,33.27,33.27,33.369706,0.001346,0,0,-0.5,-10.7,-2.9,1.04,0.19,-0.04
6656,33.275,33.275,33.375717,0.002356,0,0,-0.4,-10.8,-2.6,1.04,0.18,-0.04
6657,33.28,33.28,33.379747,0.001386,0,0,-0.3,-10.7,-2.4,1.04,0.17,-0.04
6658,33.285,33.285001,33.384677,0.001315,9.99999997475243e-07,0,-0.3,-10.8,-2.2,1.04,0.18,-0.04
6659,33.29,33.29,33.390766,0.002406,0,0,-0.1,-10.8,-2.6,1.04,0.17,-0.04
6660,33.295,33.295,33.395716,0.002355,0,0,-0.2,-10.7,-2.8,1.03,0.17,-0.04
6661,33.3,33.3,33.399663,0.001302,0,0,-0.2,-10.8,-2.2,1.04,0.17,-0.03
6662,33.305,33.305,33.404715,0.001354,0,0,-0.2,-10.8,-2.2,1.04,0.17,-0.04
6663,33.31,33.31,33.410705,0.002344,0,0,-0.3,-10.8,-2.3,1.04,0.18,-0.03
6664,33.315,33.315,33.414684,0.001323,0,0,-0.5,-10.9,-2.8,1.04,0.19,-0.04
6665,33.32,33.32,33.419707,0.001347,0,0,-0.4,-10.9,-3.2,1.04,0.2,-0.04
6666,33.325,33.325,33.425759,0.002398,0,0,-0.5,-10.8,-2.9,1.03,0.19,-0.04
6667,33.33,33.33,33.430759,0.002398,0,0,-0.5,-10.8,-2.9,1.04,0.2,-0.04
6668,33.335,33.335,33.434738,0.001377,0,0,-0.4,-10.8,-2.4,1.04,0.19,-0.04
6669,33.34,33.34,33.440713,0.002352,0,0,-0.4,-10.7,-3.2,1.04,0.19,-0.04
6670,33.345,33.345,33.445692,0.002331,0,0,-0.3,-10.8,-2.9,1.03,0.18,-0.04
6671,33.35,33.35,33.449692,0.001331,0,0,-0.2,-10.7,-3.3,1.03,0.18,-0.04
6672,33.355,33.355001,33.455709,0.002347,9.99999997475243e-07,0,-0.2,-10.8,-3.9,1.03,0.19,-0.05
6673,33.36,33.36,33.459669,0.001307,0,0,-0.2,-10.7,-2.9,1.04,0.18,-0.04
6674,33.365,33.365,33.46473,0.001369,0,0,-0.3,-10.8,-3,1.04,0.18,-0.04
6675,33.37,33.37,33.470725,0.002363,0,0,-0.4,-10.7,-2.3,1.04,0.18,-0.04
6676,33.375,33.375,33.47571,0.002349,0,0,-0.4,-10.7,-2.7,1.03,0.18,-0.04
6677,33.38,33.38,33.479803,0.001443,0,0,-0.3,-10.8,-2.9,1.03,0.18,-0.04
6678,33.385,33.385,33.484868,0.001506,0,0,-0.3,-10.8,-2.6,1.03,0.18,-0.04
6679,33.39,33.39,33.490857,0.002495,0,0,-0.4,-10.8,-2.8,1.04,0.19,-0.04
6680,33.395,33.395,33.494828,0.001467,0,0,-0.3,-10.8,-2.6,1.04,0.19,-0.04
6681,33.4,33.400001,33.499971,0.001609,1.00000000458067e-06,0,-0.3,-10.8,-3,1.04,0.19,-0.04
6682,33.405,33.405,33.505889,0.002528,0,0,-0.2,-10.8,-3.6,1.03,0.2,-0.04
6683,33.41,33.410001,33.509814,0.001451,9.99999997475243e-07,0,-0.4,-10.8,-2.8,1.04,0.2,-0.04
6684,33.415,33.415002,33.515168,0.001803,2.00000000205591e-06,0,-0.4,-10.8,-2.7,1.04,0.19,-0.04
6685,33.42,33.42,33.520776,0.002415,0,0,-0.4,-10.8,-3.1,1.04,0.19,-0.04
6686,33.425,33.425,33.524825,0.001463,0,0,-0.4,-10.9,-3.4,1.03,0.2,-0.04
6687,33.43,33.43,33.530938,0.002576,0,0,-0.5,-10.9,-2.8,1.04,0.19,-0.04
6688,33.435,33.435,33.534826,0.001465,0,0,-0.5,-11,-3.1,1.04,0.2,-0.05
6689,33.44,33.44,33.53976,0.001399,0,0,-0.5,-10.9,-2.4,1.04,0.19,-0.04
6690,33.445,33.445,33.545794,0.002432,0,0,-0.6,-10.9,-2.5,1.04,0.2,-0.04
6691,33.45,33.45,33.549702,0.001341,0,0,-0.3,-10.8,-2.1,1.05,0.18,-0.04
6692,33.455,33.455,33.554718,0.001357,0,0,-0.3,-10.7,-2.8,1.04,0.18,-0.04
6693,33.46,33.46,33.559749,0.001388,0,0,-0.1,-10.8,-3.4,1.03,0.18,-0.05
6694,33.465,33.465,33.565735,0.002374,0,0,-0.2,-10.8,-3.7,1.03,0.2,-0.05
6695,33.47,33.47,33.569734,0.001373,0,0,-0.3,-10.7,-3.7,1.03,0.2,-0.05
6696,33.475,33.475,33.57473,0.001368,0,0,-0.4,-10.7,-3.5,1.03,0.2,-0.04
6697,33.48,33.480001,33.580712,0.00235,9.99999997475243e-07,0,-0.5,-10.7,-3.2,1.03,0.2,-0.04
6698,33.485,33.485,33.58571,0.00235,0,0,-0.4,-10.8,-3.1,1.03,0.19,-0.04
6699,33.49,33.49,33.589738,0.001377,0,0,-0.1,-10.6,-2.9,1.02,0.17,-0.04
6700,33.495,33.495,33.594709,0.001349,0,0,-0.2,-10.6,-2.6,1.03,0.17,-0.04
6701,33.5,33.5,33.600845,0.002483,0,0,-0.3,-10.7,-2.7,1.03,0.17,-0.04
6702,33.505,33.505,33.604763,0.001402,0,0,-0.3,-10.7,-3,1.03,0.18,-0.04
6703,33.51,33.510002,33.610262,0.001899,2.00000000205591e-06,0,-0.3,-10.7,-3.9,1.02,0.2,-0.05
6704,33.515,33.515001,33.614937,0.001574,9.99999997475243e-07,0,-0.4,-10.7,-4.1,1.03,0.2,-0.05
6705,33.52,33.52,33.620744,0.002384,0,0,-0.5,-10.7,-3.6,1.03,0.2,-0.05
6706,33.525,33.525,33.625878,0.002517,0,0,-0.5,-10.7,-3.5,1.03,0.21,-0.04
6707,33.53,33.53,33.629696,0.001335,0,0,-0.4,-10.7,-3.5,1.03,0.2,-0.04
6708,33.535,33.535001,33.635718,0.002355,9.99999997475243e-07,0,-0.4,-10.6,-3.3,1.03,0.2,-0.04
6709,33.54,33.54,33.640777,0.002415,0,0,-0.5,-10.7,-4.1,1.03,0.21,-0.05
6710,33.545,33.545,33.644697,0.001336,0,0,-0.4,-10.6,-3.6,1.03,0.19,-0.05
6711,33.55,33.55,33.649838,0.001476,0,0,-0.3,-10.6,-3.2,1.04,0.18,-0.04
6712,33.555,33.555,33.655736,0.002375,0,0,-0.3,-10.7,-3.4,1.04,0.19,-0.04
6713,33.56,33.56,33.660717,0.002356,0,0,-0.3,-10.6,-3.5,1.03,0.18,-0.05
6714,33.565,33.565,33.664717,0.001356,0,0,-0.2,-10.7,-2.8,1.04,0.17,-0.04
6715,33.57,33.57,33.669919,0.001558,0,0,-0.3,-10.7,-2.4,1.04,0.17,-0.04
6716,33.575,33.575,33.675733,0.002372,0,0,-0.2,-10.7,-2,1.05,0.16,-0.04
6717,33.58,33.58,33.679709,0.001348,0,0,-0.3,-10.7,-2.6,1.04,0.18,-0.04
6718,33.585,33.585,33.684829,0.001468,0,0,-0.4,-10.8,-2.6,1.03,0.19,-0.04
6719,33.59,33.59,33.690844,0.002483,0,0,-0.5,-10.7,-2.9,1.03,0.19,-0.04
6720,33.595,33.595,33.694678,0.001317,0,0,-0.5,-10.7,-2.8,1.03,0.19,-0.04
6721,33.6,33.6,33.699748,0.001386,0,0,-0.3,-10.7,-2.2,1.04,0.17,-0.04
6722,33.605,33.605001,33.705769,0.002408,9.99999997475243e-07,0,-0.3,-10.7,-2.2,1.04,0.17,-0.03
6723,33.61,33.61,33.710688,0.002327,0,0,-0.4,-10.7,-2.8,1.04,0.18,-0.04
6724,33.615,33.615,33.714708,0.001346,0,0,-0.6,-10.7,-3.5,1.03,0.2,-0.05
6725,33.62,33.62,33.719787,0.001426,0,0,-0.5,-10.7,-3,1.03,0.19,-0.04
6726,33.625,33.625,33.725713,0.002352,0,0,-0.3,-10.7,-3,1.03,0.18,-0.04
6727,33.63,33.63,33.72968,0.001318,0,0,-0.3,-10.7,-3.2,1.03,0.18,-0.05
6728,33.635,33.635,33.734775,0.001414,0,0,-0.3,-10.7,-3,1.03,0.18,-0.05
6729,33.64,33.64,33.740758,0.002397,0,0,-0.3,-10.7,-2.7,1.04,0.18,-0.04
6730,33.645,33.645,33.74468,0.001318,0,0,-0.3,-10.7,-2.4,1.04,0.18,-0.04
6731,33.65,33.65,33.74971,0.001348,0,0,-0.3,-10.7,-2.6,1.04,0.17,-0.04
6732,33.655,33.655,33.755724,0.002363,0,0,-0.3,-10.7,-2.6,1.04,0.17,-0.04
6733,33.66,33.660001,33.759686,0.001323,9.99999997475243e-07,0,-0.3,-10.7,-2.8,1.04,0.18,-0.04
6734,33.665,33.665,33.764827,0.001465,0,0,-0.3,-10.8,-2.9,1.04,0.18,-0.04
6735,33.67,33.67,33.770806,0.002445,0,0,-0.2,-10.8,-2.3,1.04,0.17,-0.04
6736,33.675,33.675,33.775719,0.002358,0,0,-0.4,-10.8,-2.2,1.04,0.17,-0.03
6737,33.68,33.68,33.779785,0.001425,0,0,-0.3,-10.7,-2.4,1.04,0.18,-0.03
6738,33.685,33.685,33.785809,0.002448,0,0,-0.4,-10.8,-2.4,1.04,0.18,-0.04
6739,33.69,33.69,33.790753,0.002392,0,0,-0.3,-10.7,-2.4,1.04,0.18,-0.03
6740,33.695,33.695,33.79468,0.001319,0,0,-0.4,-10.8,-2.6,1.04,0.18,-0.04
6741,33.7,33.7,33.799782,0.001421,0,0,-0.5,-10.9,-2.6,1.04,0.19,-0.04
6742,33.705,33.705,33.805797,0.002436,0,0,-0.4,-10.8,-2.2,1.04,0.18,-0.04
6743,33.71,33.71,33.809751,0.001389,0,0,-0.5,-10.9,-2.1,1.04,0.18,-0.04
6744,33.715,33.715001,33.814841,0.001479,9.99999997475243e-07,0,-0.3,-10.9,-2.2,1.04,0.17,-0.03
6745,33.72,33.72,33.820777,0.002416,0,0,-0.3,-10.8,-2.8,1.04,0.18,-0.04
6746,33.725,33.725,33.824691,0.001331,0,0,-0.5,-10.9,-2.8,1.04,0.19,-0.04
6747,33.73,33.730001,33.830701,0.002338,9.99999997475243e-07,0,-0.5,-10.9,-3.3,1.03,0.2,-0.04
6748,33.735,33.735,33.834695,0.001334,0,0,-0.4,-10.8,-4.1,1.03,0.2,-0.05
6749,33.74,33.74,33.839712,0.001352,0,0,-0.5,-10.9,-3.1,1.03,0.19,-0.04
6750,33.745,33.745,33.845711,0.00235,0,0,-0.5,-10.8,-2.8,1.04,0.19,-0.04
6751,33.75,33.75,33.850684,0.002323,0,0,-0.4,-10.8,-2.9,1.04,0.19,-0.04
6752,33.755,33.755,33.854839,0.001478,0,0,-0.3,-10.8,-2.6,1.04,0.18,-0.04
6753,33.76,33.76,33.860708,0.002347,0,0,-0.4,-10.9,-3,1.03,0.2,-0.04
6754,33.765,33.765,33.865707,0.002346,0,0,-0.4,-10.9,-3.1,1.03,0.2,-0.04
6755,33.77,33.77,33.869727,0.001366,0,0,-0.4,-10.7,-2.8,1.03,0.19,-0.03
6756,33.775,33.775,33.874752,0.001392,0,0,-0.2,-10.7,-2.8,1.03,0.18,-0.04
6757,33.78,33.78,33.880788,0.002427,0,0,-0.4,-10.7,-2.9,1.03,0.19,-0.04
6758,33.785,33.785001,33.884658,0.001296,9.99999997475243e-07,0,-0.3,-10.6,-2.9,1.03,0.18,-0.04
6759,33.79,33.79,33.889778,0.001417,0,0,-0.3,-10.7,-3.1,1.04,0.18,-0.04
6760,33.795,33.795,33.895747,0.002385,0,0,-0.3,-10.6,-3.5,1.03,0.19,-0.04
6761,33.8,33.8,33.900702,0.002341,0,0,-0.2,-10.6,-3.1,1.03,0.18,-0.04
6762,33.805,33.805,33.90481,0.001449,0,0,-0.4,-10.7,-2.6,1.04,0.19,-0.04
6763,33.81,33.81,33.909827,0.001466,0,0,-0.5,-10.8,-3,1.04,0.2,-0.04
6764,33.815,33.815,33.915738,0.002377,0,0,-0.6,-10.8,-2.8,1.04,0.2,-0.04
6765,33.82,33.82,33.919672,0.001311,0,0,-0.5,-10.8,-2.8,1.04,0.19,-0.04
6766,33.825,33.825,33.924688,0.001327,0,0,-0.5,-10.8,-3,1.04,0.19,-0.05
6767,33.83,33.83,33.930762,0.002401,0,0,-0.3,-10.8,-3.2,1.04,0.18,-0.05
6768,33.835,33.835,33.934712,0.00135,0,0,-0.5,-10.7,-3,1.04,0.19,-0.05
6769,33.84,33.84,33.939675,0.001314,0,0,-0.5,-10.7,-2.6,1.05,0.18,-0.04
6770,33.845,33.845,33.945697,0.002336,0,0,-0.5,-10.7,-2.1,1.05,0.18,-0.04
6771,33.85,33.85,33.950688,0.002327,0,0,-0.5,-10.7,-2.4,1.05,0.18,-0.04
6772,33.855,33.855001,33.954793,0.001431,9.99999997475243e-07,0,-0.4,-10.7,-2.3,1.04,0.18,-0.04
6773,33.86,33.86,33.959691,0.00133,0,0,-0.5,-10.8,-2.7,1.05,0.19,-0.04
6774,33.865,33.865,33.965821,0.00246,0,0,-0.4,-10.8,-2.5,1.04,0.18,-0.04
6775,33.87,33.87,33.969689,0.001328,0,0,-0.4,-10.7,-2.5,1.04,0.18,-0.04
6776,33.875,33.875,33.974731,0.00137,0,0,-0.5,-10.7,-2.8,1.04,0.19,-0.04
6777,33.88,33.88,33.980803,0.002441,0,0,-0.5,-10.7,-2.4,1.04,0.19,-0.04
6778,33.885,33.885,33.984679,0.001318,0,0,-0.6,-10.8,-2.2,1.05,0.18,-0.04
6779,33.89,33.89,33.989824,0.001463,0,0,-0.6,-10.8,-2.3,1.05,0.18,-0.04
6780,33.895,33.895,33.99571,0.002349,0,0,-0.7,-10.8,-2.3,1.04,0.19,-0.04
6781,33.9,33.9,33.999678,0.001317,0,0,-0.7,-10.8,-2.6,1.04,0.2,-0.04
6782,33.905,33.905,34.004706,0.001346,0,0,-0.6,-10.8,-2.8,1.04,0.19,-0.04
6783,33.91,33.910001,34.010734,0.002372,9.99999997475243e-07,0,-0.5,-10.8,-3.3,1.03,0.19,-0.05
6784,33.915,33.915,34.015832,0.00247,0,0,-0.6,-10.9,-3.5,1.03,0.2,-0.05
6785,33.92,33.92,34.0197,0.001339,0,0,-0.4,-10.8,-3.4,1.03,0.2,-0.05
6786,33.925,33.925,34.024798,0.001437,0,0,-0.4,-10.7,-2.9,1.04,0.19,-0.04
6787,33.93,33.93,34.030753,0.002393,0,0,-0.4,-10.7,-2.5,1.04,0.18,-0.04
6788,33.935,33.935,34.034699,0.001337,0,0,-0.3,-10.7,-2.7,1.03,0.18,-0.04
6789,33.94,33.94,34.039813,0.001451,0,0,-0.1,-10.7,-2.7,1.03,0.17,-0.04
6790,33.945,33.945,34.045752,0.002391,0,0,0,-10.7,-2.1,1.04,0.17,-0.04
6791,33.95,33.95,34.049681,0.00132,0,0,-0.2,-10.6,-2.5,1.03,0.18,-0.04
6792,33.955,33.955,34.054858,0.001498,0,0,-0.3,-10.7,-2.8,1.03,0.18,-0.04
6793,33.96,33.96,34.060688,0.002326,0,0,-0.3,-10.6,-3,1.03,0.18,-0.04
6794,33.965,33.965,34.065732,0.00237,0,0,-0.2,-10.6,-2.8,1.03,0.18,-0.04
6795,33.97,33.97,34.069754,0.001393,0,0,-0.3,-10.7,-2.6,1.04,0.17,-0.04
6796,33.975,33.975,34.075779,0.002419,0,0,-0.3,-10.7,-2.5,1.04,0.18,-0.04
6797,33.98,33.980001,34.079702,0.00134,9.99999997475243e-07,0,-0.3,-10.8,-2.7,1.04,0.18,-0.04
6798,33.985,33.985,34.084698,0.001336,0,0,-0.3,-10.8,-2.9,1.03,0.19,-0.04
6799,33.99,33.99,34.090755,0.002394,0,0,-0.3,-10.7,-2.7,1.03,0.18,-0.03
6800,33.995,33.995,34.095838,0.002477,0,0,-0.5,-10.8,-2.7,1.04,0.19,-0.04
6801,34,34,34.099702,0.001341,0,0,-0.4,-10.8,-2.5,1.04,0.19,-0.04
6802,34.005,34.005,34.105705,0.002344,0,0,-0.4,-10.8,-2,1.05,0.18,-0.03
6803,34.01,34.01,34.110738,0.002377,0,0,-0.4,-10.7,-2,1.04,0.18,-0.03
6804,34.015,34.015,34.114759,0.001397,0,0,-0.2,-10.7,-2.1,1.04,0.17,-0.03
6805,34.02,34.02,34.119866,0.001505,0,0,-0.2,-10.7,-2.1,1.04,0.17,-0.03
6806,34.025,34.025,34.125752,0.00239,0,0,-0.3,-10.7,-1.9,1.04,0.17,-0.03
6807,34.03,34.03,34.129824,0.001463,0,0,-0.4,-10.7,-2.4,1.04,0.18,-0.03
6808,34.035,34.035001,34.135708,0.002346,9.99999997475243e-07,0,-0.3,-10.7,-3.2,1.04,0.18,-0.04
6809,34.04,34.04,34.14072,0.002358,0,0,-0.3,-10.8,-3,1.04,0.18,-0.04
6810,34.045,34.045,34.144678,0.001317,0,0,-0.3,-10.9,-3.2,1.03,0.18,-0.04
6811,34.05,34.05,34.149764,0.001403,0,0,-0.3,-10.8,-2.8,1.04,0.18,-0.04
6812,34.055,34.055,34.155808,0.002447,0,0,-0.3,-10.8,-3.2,1.04,0.18,-0.04
6813,34.06,34.06,34.159687,0.001326,0,0,-0.3,-10.8,-2.7,1.04,0.18,-0.04
6814,34.065,34.065001,34.16483,0.001468,1.00000000458067e-06,0,-0.5,-10.9,-2.6,1.04,0.19,-0.04
6815,34.07,34.07,34.170796,0.002435,0,0,-0.5,-10.8,-2.6,1.04,0.19,-0.04
6816,34.075,34.075,34.176027,0.002666,0,0,-0.5,-10.9,-3.1,1.03,0.2,-0.04
6817,34.08,34.080001,34.17997,0.001608,1.00000000458067e-06,0,-0.3,-10.9,-3.3,1.03,0.19,-0.04
6818,34.085,34.085001,34.18515,0.001789,9.99999997475243e-07,0,-0.2,-10.8,-2.6,1.04,0.18,-0.04
6819,34.09,34.090001,34.190979,0.002617,9.99999997475243e-07,0,-0.2,-10.8,-1.9,1.05,0.17,-0.03
6820,34.095,34.095,34.194787,0.001426,0,0,-0.3,-10.8,-2.7,1.04,0.18,-0.04
6821,34.1,34.1,34.199926,0.001564,0,0,-0.5,-10.7,-2.7,1.04,0.19,-0.04
6822,34.105,34.105001,34.205774,0.002412,9.99999997475243e-07,0,-0.5,-10.7,-2.2,1.04,0.19,-0.04
6823,34.11,34.11,34.209707,0.001346,0,0,-0.5,-10.7,-2.7,1.04,0.19,-0.04
6824,34.115,34.115,34.2148,0.001439,0,0,-0.5,-10.8,-3.1,1.04,0.19,-0.04
6825,34.12,34.12,34.220916,0.002555,0,0,-0.5,-10.8,-2.9,1.04,0.2,-0.04
6826,34.125,34.125,34.224717,0.001355,0,0,-0.4,-10.8,-2.8,1.04,0.19,-0.04
6827,34.13,34.13,34.229979,0.001618,0,0,-0.4,-10.8,-2.7,1.04,0.19,-0.04
6828,34.135,34.135001,34.235765,0.002403,1.00000000458067e-06,0,-0.5,-10.8,-2.6,1.04,0.2,-0.04
6829,34.14,34.14,34.239765,0.001405,0,0,-0.7,-10.8,-2.7,1.04,0.2,-0.04
6830,34.145,34.145,34.244762,0.001401,0,0,-0.5,-10.8,-2.9,1.04,0.2,-0.04
6831,34.15,34.15,34.250932,0.002571,0,0,-0.4,-10.7,-2.3,1.04,0.18,-0.03
6832,34.155,34.155,34.25478,0.001419,0,0,-0.5,-10.8,-2.6,1.04,0.19,-0.03
6833,34.16,34.160001,34.25976,0.001398,9.99999997475243e-07,0,-0.5,-10.8,-2.6,1.04,0.19,-0.03
6834,34.165,34.165,34.265857,0.002495,0,0,-0.6,-10.8,-3.2,1.03,0.2,-0.04
6835,34.17,34.17,34.269728,0.001367,0,0,-0.6,-10.7,-3.5,1.03,0.2,-0.04
6836,34.175,34.175001,34.274819,0.001456,9.99999997475243e-07,0,-0.5,-10.7,-3.5,1.04,0.19,-0.04
6837,34.18,34.18,34.280762,0.002401,0,0,-0.5,-10.7,-3.4,1.04,0.19,-0.04
6838,34.185,34.185,34.284697,0.001336,0,0,-0.4,-10.7,-2.6,1.04,0.18,-0.04
6839,34.19,34.19,34.289714,0.001353,0,0,-0.5,-10.7,-2.7,1.04,0.19,-0.04
6840,34.195,34.195,34.29575,0.002389,0,0,-0.5,-10.8,-3.1,1.04,0.19,-0.04
6841,34.2,34.2,34.300729,0.002368,0,0,-0.5,-10.8,-2.6,1.05,0.19,-0.04
6842,34.205,34.205,34.304765,0.001404,0,0,-0.5,-10.7,-2.8,1.04,0.2,-0.04
6843,34.21,34.21,34.310733,0.002372,0,0,-0.6,-10.8,-2.9,1.03,0.2,-0.04
6844,34.215,34.215,34.315768,0.002408,0,0,-0.6,-10.8,-3,1.03,0.2,-0.04
6845,34.22,34.22,34.3197,0.001338,0,0,-0.6,-10.8,-2.6,1.04,0.19,-0.04
6846,34.225,34.225,34.324962,0.001601,0,0,-0.6,-10.8,-2.2,1.05,0.19,-0.04
6847,34.23,34.230001,34.330776,0.002414,9.99999997475243e-07,0,-0.6,-10.8,-2.4,1.04,0.19,-0.04
6848,34.235,34.235,34.334719,0.001358,0,0,-0.5,-10.9,-2.4,1.04,0.19,-0.04
6849,34.24,34.24,34.339809,0.001447,0,0,-0.5,-10.9,-2.2,1.05,0.18,-0.04
6850,34.245,34.245,34.345776,0.002416,0,0,-0.5,-10.8,-3,1.04,0.19,-0.04
6851,34.25,34.25,34.349745,0.001383,0,0,-0.5,-10.8,-2.9,1.03,0.2,-0.04
6852,34.255,34.255,34.354782,0.001421,0,0,-0.4,-10.8,-2.7,1.03,0.19,-0.04
6853,34.26,34.26,34.360747,0.002386,0,0,-0.5,-10.8,-2.5,1.04,0.19,-0.04
6854,34.265,34.265,34.364942,0.001581,0,0,-0.6,-10.8,-3,1.04,0.2,-0.04
6855,34.27,34.27,34.369771,0.001409,0,0,-0.5,-10.9,-2.9,1.04,0.2,-0.04
6856,34.275,34.275,34.375738,0.002376,0,0,-0.5,-10.9,-2.4,1.05,0.19,-0.04
6857,34.28,34.28,34.380851,0.00249,0,0,-0.5,-10.9,-2.4,1.05,0.19,-0.04
6858,34.285,34.285001,34.384796,0.001434,9.99999997475243e-07,0,-0.4,-10.7,-2.1,1.05,0.18,-0.04
6859,34.29,34.29,34.390743,0.002381,0,0,-0.6,-10.7,-2.4,1.04,0.19,-0.04
